,artist,lyrics,tag,title,x_coordinate,y_coordinate,year
445,Imminence,"Don't know how I should breathe
'Cause you're my oxygen
You left me in the blue
Can't believe that this is true
Been on a dead end run
Yeah, I've ignored the signs
Out of breath from chasing you
Can't believe that this is true

You asked your questions
I told you my secrets
I gave you my life
You didn't even try to fight

Keep me safe and sound
Let me keep the love I found
Stay, won't you stay around
You can keep me
Keep me six feet underground

I know that I'm not your
One in a million
Don't even try to deny
You can run, but you can't hide
You asked your questions
I told you my secrets
I gave you my life
You didn't even try to fight

Keep me safe and sound
Let me keep the love I found
Stay, won't you stay around
You can keep me
Keep me six feet underground

Bury me, bury me, bury me
With all your secrets
Keep me, keep me, keep me
Under the rest
Bury me, bury me, bury me
With all your secrets
Keep me, keep me, keep me
Under the rest

Keep me safe and sound
Won't you keep me
Keep me six feet under ground
Keep me safe and sound
Won't you keep me
Keep me six feet underground
Keep me (bury me, bury me, bury me)
Won't you keep me
Keep me six feet underground
Keep me (bury me, bury me, bury me)
Won't you keep me
Keep me six feet underground",rock,Keep Me,-0.8,0.3,2017
446,Amaros,"Enter scene, New York City
1998
NYPD, living the good life
'til Valkyr showed its face

A mother cries as her baby dies
The Valkyrie strikes
Wife shot, daughter slaughtered
Death of the American dream

Pulled from the flesh
The Flesh of Fallen Angels
Leaving nothing but a shell
Spreading Disease
With decadent wings
Blacken every shed of light

Rip the flesh
The Flesh of Fallen Angels
Turning Heaven into Hell
Taste the devil's blood
The Valkyrie spreads his wings
Death will walk with me tonight
Fast-track to 2001
The past is in a hole
Final shots, punctuating
Release my finger from the trigger

A mother cries as her baby dies
The Valkyrie strikes
I don't even know myself",rock,Flesh of Fallen Angels,-0.6,0.6,2017
447,Hatebreed,"[Intro]
Sometimes standing for what you believe
Means standing alone
Sometimes standing for what you believe
Means standing alone

[Verse 1]
When the limelight grows dim and our heroes fade away
Some men still fight silent battles until their final days
Some will be forgotten, having no one know their names
But I stand here grateful for the courage that they gave

[Chorus]
I am just a son
A brother, a father and a friend
No more, not any less
I am just another man still fighting
But I wouldn't be here if I wasn't taught that
Honor never dies
When your heart is questioned
[Verse 2]
There are hearts with hope still beating
Waiting for footsteṗs that might not come
Born with nothing just a weight to carry through life
And the journey they are on

[Chorus]
I am just a son
A brother, a father and a friend
No more, not any less
I am just another man still fighting
But I wouldn't be here if I wasn't taught that
Honor never dies
When your heart is questioned
Honor never dies
When your beliefs are tested

[Outro]
Sometimes standing for what you believe
Means standing alone
Sometimes standing for what you believe
Means standing alone

Sometimes standing for what you believe
Means standing alone
Sometimes standing for what you believe
Means standing alone
Sometimes standing for what you believe
Means standing alone
Sometimes standing for what you believe
Means standing alone",rock,Honor Never Dies,0.7,-0.4,2013
448,Kelly Carter,"People say I'm noa change, not gonna change
I know that you like that
You know where my mind's at
Can't be ta
Don't ask ""Why, why, why?""
De or lust?
I can't get enough
Don't ask ""Why, why, why?""
Don't be shy, shy, shy
La, la, la, la, la
La, la, la, la, la
La
La, la, la, la, la
La, la, la, la, la
Ta-ra, ta, ta, ta
People say I'm not gonna change, not gonna change
I know that you like that
You know where my mind's at
Can't be tamed, I'm not gonna play, not gonna play
Oh no, I ain't like that
Fuck 'em, I'm a wild cat
Baby, break my heart
Give me all you got
Don't ask ""Why, why, why?""
Don't be shy, shy, shy
Is it love or lust?
I can't get enough
Don't ask ""Why, why, why?""
Don't be shy, shy, shy
La, la, la, la, la
La, la, la, la, la
La, la, la, la, la
Ta-ra, ta, ta, ta
Ta, ta, ta, ra-ra
La, la, la, la, la
La, l taa
Show yourself beautiful
Wanna get emotional, oh-oh
Mmm
Follow me, easy now
We could work a miracle, oh-oh
Mmm, ymy heart
Give mе all you got
Don't ask ""Why, why, why?""
Don't be sshy, shy
Is it love or lust?
I can't get еnough
Don't ask ""Why, why, why?""
Don't be shy, shy, shy",rock,Dont Be Shy Him,0.6,0.8,2022
449,The Summer Kills,"We can’t undo all that we did
You took the hill and then you slid

You were always talking talk, talk, talk
I knew you’d fall but not this far

Cause you couldn’t put it down
No you couldn’t, no you couldn’t
So you never come around
No you couldn’t, no you couldn’t
No you couldn’t put it down

You stood outside your dad's old house
You said you were tired and you wanted out

But you couldn’t put it down
No you couldn’t, no you couldn’t
So you never come around
No you couldn’t, no you couldn’t
No you couldn’t put it down
You gotta stop now
You gotta stop now
You gotta stop
But you couldn’t put it down
You gotta stop now
You gotta stop now
You gotta stop
No you wouldn’t put it down
I took it hard for you
I took it hard for you
I didn’t quit on you
I didn’t quit
I took it hard for you
And though you never knew
I didn’t quit

But you couldn’t put it down
No you couldn’t, no you couldn’t
So you never come around
No you couldn’t, no you couldn’t
No you couldn’t put it down
You gotta stop now
You gotta stop now
You gotta stop
But you couldn’t put it down
You gotta stop now
You gotta stop now
You gotta stop
No you wouldn’t put it down

I took it hard for you
I didn’t quit on you
I didn’t quit
I didn’t quit
I took it hard for you
I didn’t quit on you
And though you never knew
I didn’t quit
I didn’t quit
I didn’t quit
I didn’t quit",rock,Stop,-0.7,-0.3,2018
450,Solanas,"Torn from your homes with a longing in your eyes
Forlorn and alone, a pariah in disguise
No hope, no warmth, no safety – no tears for loss of faith
You have a home in our hearts, lovers so far away
Call out our name
Cry us a river
Share in our pain
We’ll be your mirror

Feel your heart beat (feel)
Feel your eyes burn (feel)
Feel your heart beat (feel)
Feel your eyes burn
I won’t let you drown this time, in pink lakes of fear
I won’t let you fall away to pink lakes of tears",rock,Pink Lakes,-0.8,-0.4,2015
451,Graham Parker,"The sky might be massive up above
But it is not as blue as love
The stars might shine brightly in the night
But that is not the only light
No that is not the only light
Illuminating us tonight
Come out of the bitter wind
Tomorrow is bound to bring
The first day of spring

The world might look smaller from the sky
But the beauty of it makes me cry
The ocean is deeper than my tears
But it is not a thing to fear
No it is not a thing to fear
It's only tides turning dear
So come out of the bitter wind
Melt that ice deep within
On the first day of spring

The sky might be massive up above
But it is not as blue as love
The rain might fall down on us
But hey that is not the deepest grey
No that is not the deepest grey hanging over us today
Come out of the bitter wind
Tomorrow is bound to bring
The first day of spring",rock,First Day of Spring,0.8,-0.5,1995
452,30db,"[Verse 1]
Backlight is bleeding out my stereo
Facts lie, depending on material
Well I've had another spiteful state of mind
Determine what’s determined right

[Verse 2]
I trace lines, their simple out of principle
A fake smile, it makes it more believable
Wouldn't the other side of our decline
Divide that too, at least we tried

[Chorus]
If I'm a one man show
The kid in the corner
The one that you tried to ignore
Put your brand new coat on
Go on now

[Verse 3]
It takes time to make it seem retrievable
And fate lies to make herself achievable
Well I’ve had another spiteful state of mind
Determine what's determined right
[Chorus]
If I'm a one man show
The kid in the corner
The one that you tried to ignore
Put your brand new coat on
Go on now

Go on now (x4)",rock,One Man Show,0.6,0.9,2010
453,Finding Aureus,"Verse 1:
Don’t you tell me what to do
Thought that we’re fuckin’ through
Dreaming, I go two for two
Don’t you say that you got blue
I had it with this stupid place
I wanna beat your fuckin’ face
Call the cops, they’ll give me chase
I’ll make them run like it’s a race

Chorus:
Oh yeah
Oh yeah
Oh yeah?
Fuck yeah

Verse 2:
I don’t care if you hate me
Being what I wanna be
Stupid white collar family
Soon you’ll say “Damn, I see.”
Make more money off the poor
Money shot like you’re a whore
Start a movement, start a war
This whole lifestyle is such a bore
Chorus:
Oh yeah
Oh yeah
Oh yeah?
Fuck yeah

Verse 3:
Kill them all is what you hear
Murderboy is who you fear
Buy your guns and drink a beer
You’re a massive pussy, dear
Fight ‘cause your guy didn’t win
You preach “pro-life” upon your kin
While kids on earth are getting thin?
Then your army pulls the pin",rock,Murderboy,-0.6,0.6,2021
454,Ashland,"Do what you want Hey! Not gunna stop you
I’m gunna do what I want too
You want the thunder You want the spotlight
Just take it over Baby this could be your night

You’ll never know no you’ll never know
If you take t-take it too slow so

Turn it up ooh whoa You gotta say it like you mean it
Burn it up ooh whoa You gotta take it like you need it

Say what you want Hey! Don’t let ‘em bring you down
Cause it's your life you gotta live it out
And did you know that the power’s in you
Don’t be afraid to open up and let it through

You’ll never know no you’ll never know
If you take t-take it too slow so

Turn it up ooh whoa You gotta say it like you mean it
Burn it up ooh whoa You gotta take it like you need it
So do you mean it Do you need it
If there’s a fire you gotta feed it
Burn it up ooh whoa You gotta take it like you need it
This is all you get
What will you do with it
This is all you get
What will you do with it
This is all you get
What will you do with it
This is all you get
What will you do with it

You’ll never know no you’ll never know
If you take t-take it too slow
Turn it up ooh whoa You gotta say it like you mean it
Burn it up ooh whoa You gotta take it like you need it
So do you mean it Do you need it
If there’s a fire you gotta feed it
Burn it up ooh whoa You gotta take it like you need it
You’ll never know no you’ll never know
If you take t-take it too slow
Burn it up ooh whoa You gotta take it like you need it",rock,Turn It Up,0.8,0.4,2017
455,Lionize,"When I get home
And I'm all alone
Without a television
Without a telephone
I got nothing more important to do
I just wanna spend my time with you

[Hook]
You take the edge off
You turn my world up
You help me see
You let me be
You take the edge off
You turn my world up
And everyday
You take me away

In the morning
When I wake up
I got a friendly
She helps me get it up
I got nothing on my mind to say
I just wanna smoke my life away
[Hook]

Whose got that sensimilla
That chalice of fire
We're burning brighter
We're getting higher

[Hook]

Everyday! Yeah!
You take me away!
Everyday!
You take me away!

That sensimilla
That chalice of fire
We're burning brighter
We're getting higher
That sensimilla
That chalice of fire
We're burning brighter
We're getting higher",rock,Take the Edge Off,-0.8,-0.1,2006
456,Morbid Angel,"You're ripe for ensnare
Your dreams and longings are beyond compare
Call on me willing child
Trade me your life for one without care

Show me the wounds
Exciting me now the closer you get

Miss nothing your world so full of despair
You will never regret

I am all you know
And it's deeper we go
Gift me your soul, please me
Deeper and deeper oh beauty, meet your beast

Bloody notes slurred
Dreaming what's human becomes but a blur
Oh beautiful child
Come to me moist I'm the great connoisseur
Woman you play this dangerous way
Unknown, unalarmed
To majesty kneel
My allure makes you feel
Your wounds are your charm

I am all that you know
And it's deeper we go
Gift me your soul
And it's deeper and deeper we go
Feel my embrace
And the deeper we flow
And the beauty will grow
She falls deeper and deeper and deeper
Till beauty knows beast

All the while your pleasure is here
No need to fear
Don't look back
Your pleasure is here
In my hands cavalier

When beauty meets beast
When beauty meets beast
When beauty meets beast
When beauty meets beast
I am all that you know
And it's deeper we go
Gift me your soul
And it's deeper and deeper we go
My embrace
Found your beauty that grows
You're with me now
Beauty I'm your beast",rock,Beauty Meets Beast,0.6,-0.3,2011
457,Deadlights (Post-Hardcore),"Where did your ideas go?

One shadow after another
Get your picture on the cover
Regurgitate what’s run its course
Twist it round and call it yours
No expression and no emotion
Will you look back and be proud?

Where did your ideas go?
Is there nothing to find outside the box anymore?
Do you only go as far as you know?
How do you
Expect to gain
Momentum when
The bar’s your aim
And it’s reaching a whole new low

The few and the far between
Keep my dreams alive because
They paint a picture of a scene
Give something to believe
Of the way that it once was
The way it should be
Why have what’s shoved
Down into your throat when
You can find something that’s just for you
Something unique
Where did your ideas go?
Is there nothing to find outside the box anymore?
Do you only go as far as you know?
How do you
Expect to gain
Momentum when
The bar’s your aim
And it’s reaching a whole new low
Once the leeches let go we’ll raise our own

Keeping in touch with the solar plexus
Charges the light bulbs above our necks as
Wax drips down your smile
You were dimly lit for a little while
Now everything I hear
Is empty to my ears
Has the world lost its voice?
Filter out the noise

Where did your ideas go?
Where did your ideas go?
Is there nothing to find outside the box anymore?
Do you only go as far as you know?
How the fuck do you
Expect to gain
Momentum when
You all sound the same
And it’s reaching a whole new low
Has the world lost its voice?
Filter out the noise",rock,Backwash,-0.8,-0.5,2017
458,Freshly Wrapped Candies,"(A is for apple! [?])
(And B is for banana!)
(C is for cat!)
(And D is for [?])
(E is for [?])

Bom bom bom bom bom, ticky ticky ticky ticky ticky
Bom bom bom bom bom, ticky ticky ticky ticky ticky
Bom bom bom bom bom, ticky ticky ticky ticky ticky
Bom bom bom bom bom, ticky ticky ticky ding ding ding ding

I think about the things I thought about when my grandfather died
When they put him in a box and they lowered him down and I cried
That's just a lump of flesh, does anybody know?
Where, oh where, did grandfather go?

And then I think about the things I thought about when my grandmother died
When they put her in a box and they lowered her down and I sighed
That's just organic matter, doesn't anybody know?
If you seal it up in a box like that, somewhere, someday, some flowers may grow
(F is for [?])
(And G is for giraffe!)
(H is for happy!)
(And I is for icicle!)
(J is for jam! [?])
(K is for [?])
(L is for lamb!)
(M is for mom!)
(N is for nap! [?])
(O is for octopus! [?])
(P is for [?] makes me so happy)
(Q is for queen!)
(R is for [?])
(S is for sunshine!)
(T is for tractor!)
(U is for umbrella! [?])
(V is for victory! [?])
(W is for wonderful little [?])
(X is for xylophone!)
(Y is for yellow!)
(Z... Well, everybody knows what Z is for!
Z, of course... Is for...
Z!)",rock,Think,-0.8,-0.5,1989
459,King Gizzard & The Lizard Wizard,"[Refrain 1]
I think I see
An altered beast by the tree, oh

[Verse 1]
Take a peek
If you would dare
Half made of man
Half of bear

[Chorus]
He came from underneath
I met an altered beast

[Refrain 2]
I think I see
An altered beast by the creek, oh

[Verse 2]
Altered face
And altered skin
Altered horde
Of altered kin
[Chorus]
He came from underneath
I met an altered beast

[Refrain 3]
I think I see
An altered beast in my dreams

[Narrator]
In a dream, you can wake in your bed without pain
But know with conviction, it's here you'll remain

[Chorus]
I met an altered beast

[Narrator]
With an unsteady gait, the critter moves forth
Feel his rhythm as he tramples the earth
And you stare at his figure, stupefied in dread
As his gaze locks to yours and bores into your head
And the pulse is so loud on the inside of your brain
And you find that your feet are stuck to the terrain
Closer he comes, making dust out of stone
Forsaken you are, and what's more, all alone

[Refrain 1]
I think I see
An altered beast by the tree, oh
[Chorus]
I met an altered beast",rock,Altered Beast I,-0.4,0.7,2017
460,Asphyx,"Her name it means power
Her silhouette brings fear
No mercy for the dreadnaught
When the sight at sea is clear
She's defying every danger
Through mist, ice and snow
Dominates the oceans
And its depths below

She spreads terror and death
When her cannons spit lead
She the ruler at sea
Gladiator of steel

In a dark and misty night
She went for open sea
Slipping through the allied maze
Whose radar couldn't see
Now the deadly game begun
With the home flee on her tail
And in the demonstration
She sank the hood and the Prince of Wales
Steaming on with dignity
Continuing her mission
Enjoying every victory
Reloading the cannons

Solem iron majesty
Goddess of destruction
With her banners high
To the last confrontation

Seventy-one torpedos
Couldn't sank the battleship
The Bismarck become rudderless
Because of one lucky hit

She was to proud to bow
Sunken by her own crew
Now the glory lives on
Gladiator of steel",rock,M.S. Bismarck,-0.4,0.6,1992
461,Bjrn Riis,"I've been down for too long
I almost drowned
There was darkness all around
And it pulled me down to the deep

Didn’t know what I was searching for
What I found
But now it's all in front of me

And I try to reach out to you
Helpless and bad
I can see the faces on the shore
They're a million miles away

And I held on as tightly as I could
I fall through [???]
But these waves keep on hitting me
They drag me down

And I try to breathe I try to scream
But I’m too far, too far down
I'm floating on these waves
They'll take me home
There's darkness all around
Down below

I'm hallucinating now
It's getting cold
A sudden gasp of air
And now I let go",rock,The Waves,-0.8,-0.4,2017
462,Allison Crutchfield,"You walk up to me, contentious
And permit me to finish talking
I'm distracted by your presence
You scream over every sentence
You were standing too close

The upper hand in your apartment
Supremacy in a leaking faucet
Sadness botches your intentions
And your prized radical opinions
You assume you understand because your voice is the loudest
While you borrow our reality, you just can't help it

The worst part is that you don't get it
I'm not afraid of you just because I act interested
Self-congratulatory mess
Yeah, you keep sleeping good at night
'Cause you're inherently right

Understand why she avoids you
You're acquaintances on a loaded train
You were spared rejection and it's a dangerous thing
So you wake up confident every single day
You retire your own decency, you exonerate
And you're blaring Nebraska while she tortures you from a mile away, mile away",rock,Mile Away,-0.6,0.5,2017
463,CODA FACTO,"[Verse One]
I’ll go all the way to Union for our weekly reunion
A few miles down the road to her door is the way I know
I find it hard to fathom how she looks like Rachel McAdams
There is no Gosling here. We can kiss and disappear
Fourth floor elevator; trust earned is our insulator
When you get cold, I will hold you close

[Pre-Chorus]
Can I grow a single rose? Another life we could have known;
But, there she goes

[Chorus]
I will see you down the road

[Verse Two]
In a big city, from a little town, it’s clear to me. We’re upside down
I failed to take it slow. What’s lеft is to let it go
I know I broke your trust. Fancy words are not еnough
I’m sorry for my folly. Will we make up?
A penguin or a little duck; trust, I’m the bird who fucked it up
I love this woman’s touch. When she smiles, it makes me rush
[Pre-Chorus]
A single rose remains alone. Yeah, there she goes

[Chorus]
I will see you down the road
I will see you down the road
I will see you down the road
I will see you down the road
I will see you down the road

[Outro]
I find it hard to fathom how she looks like Rachel McAdams
There is no Gosling here. We kissed, then she disappeared",rock,Ode To Rose,-0.7,-0.3,2021
464,The Dunts,"[Verse 1]
You sit, and talk away
But I am quite sure that I heard you say
Yes I’m sure, I heard you say
Every single thing that you will say today

[Chorus]
I’m in the taxi, and I wanna leave
You talk too much, no time to breathe
Drop me off, anywhere here will do
I’m sorry friend, but I’m bored of you

[Verse 2]
I’ve heard this twice
The first time was good, second’s not nice
I swear, I’ve heard this twice
Stop repeating, that’s my advice

[Chorus]
I’m in the taxi, and I wanna leave
You talk too much, no time to breathe
Drop me off, anywhere here will do
I’m sorry friend, but I’m bored of you
[Chorus]
I’m in the taxi, and I wanna leave
You talk too much, no time to breathe
Drop me off, anywhere here will do
I’m sorry friend, but I’m bored of you",rock,Hampden Cabs,-0.7,-0.7,2017
465,Skarlett Riot,"All the days that we spent
All the times that had passed
All the hours that we missed
The days went into one

Lost all sense of my life
Can't seem to find my way back in the line
Is this the end of time?

As I face the end
I have no hope
I scream out loud
Can you hear me?

A faded memory
Tell you what to mean
A shadow of the past
Such a shame
We're never far from home and it'll never last
Such a tragedy
As you'rе nothing without me
Summer's gone and nights roll past
A fadеd memory
As I look back
Well after all this time
[?] spark a fire
As I sit and wonder how
And wonder why
At how I kept this fire
For far too long
Well now I can't live
Now you're gone

As I face the end
You turn to dust
I scream out loud
Can you hear me?

A faded memory
Tell you what to mean
A shadow of the past
Such a shame
We're never far from home and it'll never last
Such a tragedy
As you're nothing without me
Summer's gone and nights roll past
A faded memory

A faded memory
A faded memory
As I face the end
I have no hope
I scream out loud
Can you hear me?

As I watch him burn
You turn to dust
I scream out loud
Can you hear me?

A faded memory
Tell you want to mean
A shadow of the past
Such a shame
You're never far from home and it'll never last
Such a tragedy
As you're nothing without me
Summer's gone and nights roll past
A faded memory",rock,Faded Memory,-0.8,-0.4,2013
466,The Dogs (Norway),"Got no time
For you
Got too much stuff left
To do
With 2 dead bodies stashed in the trunk
On my way to the river to have them sunk
(Got no time)
For you

They told me I would never
Get any shit done on my own
They were wrong
So wrong

Won’t you please
Shut up
The first. Time I. Told you
Was enough
These 2 dead bodies won’t bury themselves
If you can’t fucking take it, I’ll find someone else
So please
Shut up
They told me I would never
Get any shit done on my own
They were

(Wrong)
I had 2 lousy parents, now I have none
(Wrong)
So I ain’t got nothing but it feels like I’ve won
(Wrong)
A less angry child might have saved one
(Wrong)
That’s what you get for not believing in your only son

(Humanity)
Us against us
I was ripened to early
Killed by frost
I only took their tense to the next level
Everyone’s evil, but I’m not the devil
It’s just humanity
Us against us

They told me I would never
Get any shit done on my own
They were
(Wrong)
I had 2 lousy parents, now I have none
(Wrong)
So I ain’t got nothing but it feels like I’ve won
(Wrong)
A less angry child might have saved one
(Wrong)
That’s what you get for not believing in your only son",rock,They Were Wrong,-0.6,0.6,2016
467,Cerberus (Band),"[Verse 1]
So you thought you got me kneeling like the ones before
But there ain't nothing holding me
You motherfucker, I think you'd better run
You hear the anger? Hear the pain?
They're calling out your name
You're on your own, we're growing strong
But let me tell you, we're one for all
You hear us?

[Pre-Chorus]
You're next in line, face your fate and say goodbye (Hey)
Your time to die, you can run but you can't hide (Hey)

[Chorus]
And now we're cutting deep into the wound that bleeds
'Cause we are anarchy, that's what will set us free
You'll never kill our kind, we're always up to fight
And when the time is right, rise with the fallen ones

[Verse 2]
We are tired of what you've been preaching long ago
'Cause there ain't nothing changing here
You motherfucker, I think you've better blow
(You hear me?)
You see your people starve to death
While you are dining the finest steaks
You hide behind your throne of gold
Let me tell you, we'll break that wall
You hear us?
[Pre-Chorus]
You're next in line, face your fate and say goodbye (Hey)
Your time to die, you can run but you can't hide (Hey)

[Chorus]
And now we're cutting deep into the wound that bleeds
'Cause we are anarchy, that's what will set us free
You'll never kill our kind, we're always up to fight
And when the time is right, rise with the fallen ones

[Bridge]
You're next in line, face your fate and say goodbye
Your time to die, you can run but you can't hide

[Guitar solo]

[Chorus]
And now we're cutting deep into the wound that bleeds
'Cause we are anarchy, that's what will set us free
And now we're cutting deep into the wound that bleeds
'Cause we are anarchy, that's what will set us free
You'll never kill our kind, we're always up to fight
And when the time is right, rise with the fallen ones
Rise with the fallen ones
Rise with the fallen ones",rock,Rise With the Fallen Ones,-0.6,0.6,2019
468,Ray Charles,"Boom, shhh, boom, shhh
Boom, shhh, boom-boom, boom
Yeah, your tempo might be slow
Take your time as you go
Like a train that's a-leaving from the station
Or it might speed up
A little at a time, now the train's going fast
Chug-chug-chuggin' down the line
There's a ton of choices
You gotta know, it's about fast and slow
When it comes to tempo
Boom, shhh, boom, shhh
Boom, shhh, boom-boom-boom, shhh
Boom!",rock,Tempo,0.6,0.9,2000
469,Secondsun,"Drift away into the sea of emotional greed, turn the tables, make you the only thing that I see
Fuck around for a while then you pull the rug, laugh it off cuz it was all just a bit of fun
Placeholder
Was it all worth it? Do you feel fulfilled?
Cuz I need a reality check, don't need your fucking sympathy
I'm not your fucking crutch",rock,Placeholder,-0.6,0.5,2020
470,311,"There’s a gravity in me pulling me to want to see
What is going on tonight beneath the electric starlight
I like to mix with walks of life who live life on the other side
Pulling muscles from their shell a place to some that looks like hell

Oh, the classic song that the jukebox is on has me movin’
Oh, the faces here make it so surreal
Oh, in the company of pretty girls and near vagrants
One drink away from sleeping on the pavement
I’m not quite sure what I find so appealing
About the happy hour stealing

A party after party ‘til it started to get grating
Another and another what are we celebrating
There’s always something not to miss
Diving back in the abyss
And it gets so very stale
But tomorrow’s a new tale

In the Frolic Room
The seat I assume
And I’m drawn to the night
And it’s damn neon light
Where are we meeting up at?
Let me guess bet I know
Does it have a sign in the window
Ice cold six packs to go
Sleep it off if you have to
There’s a booth always in shadow
The reality is all around you
It’s the best reality show

Oh, in the company of the privileged and the nearly damned
Mixing like a cocktail of pure spirits slammed
In the danger zone is where you’ll find me
In a certain dive so inviting

Chorus",rock,Frolic Room,-0.4,-0.8,2006
471,Glen Burtnik,"Here comes Sally now
Word is out they say you're back in town
You've been asking if I'm still around
I'm still here but I'm not buying
Save your breath, it ain't worth trying

Yeah, I've got news for you girl
Here comes Sally now
I've found someone new
Here comes Sally now
Here she comes, be cool girl
Here comes Sally now

After all this time you show up now
Here comes Sally now
Just in time to take a final bow, yeah
Here comes Sally now
Now I don't know what you intended
What we had has long since ended

Yeah, I've got news for you girl
Here comes Sally now
I've found someone new
Here comes Sally now
Here she comes, be cool girl
Here comes Sally now
And all the boys are glad to see that you're back on the street
And they're dying to know where you're gonna go
When you find out you're not going with me
Ain't you heard the news girl?",rock,Here Comes Sally,0.8,-0.2,1987
472,Django Django,"[Verse 1]
We're gonna float
Out over the land
We’re looking down
Across the expanse

[Verse 2]
See the hills
When they fall and they run
It's all this time
It's only begun

[Pre-Chorus]
See the smoke as it winds
Soon we’ll drift out of sight
Giving up on the prize
Blue hazy highs

[Chorus]
Know how much it did rise
See it drift out of sight
Giving up on the prize
Blue hazy highs
[Verse 3]
I hear the ice
Break in the north
Passed the colors
Keeping me up

[Verse 4]
On the seas
And warm to the touch
Walking slow
We're loving it much

[Pre-Chorus]
See the smoke as it winds
Soon we'll drift out of sight
Giving up on the prize
Blue hazy highs

[Chorus]
Know how much it did rise
See it drift out of sight
Giving up on the prize
Blue hazy highs

[Verse 5]
Left high and dry
Frozen feeling and numb
Dark broken shadows move on
Head toward the hills
And we'll face it alone (Oh yeah)
Back through the darkness we'll run
[Pre-Outro]
See the smoke as it winds
Soon we'll drift out of sight
Giving up on the prize
Blue hazy highs

[Outro]
Know how much it did rise
See it drift out of sight
Giving up on the prize
Blue hazy highs",rock,Blue Hazy Highs,0.8,0.5,2018
473,Pat Symington,"Let's make a memory
One that we won't forget
So you remember me
So that we won't forget
Take it with you
I don't mind
So you remember me
When it hits you
Close your eyes
I couldn't if I tried
Outta sight
Outta mind
I couldn't if I tried
What's it like
What's it like
I couldn't if I tried
Take what you want from me
Take what you haven't yet
And let's make a memory
One that we won't forget
Take it with you
I don't mind
So you remember me
When it hits you
Close your eyes
Close your eyes
I couldn't if I tried
Outta sight
Outta mind
I couldn't if I tried
What's it like
What's it like
I couldn't if I tried
I couldn't if I tried
(Whoo - ooh)
I couldn't if I tried
(Whoo - hoo - ooh)
I couldn't if I tried
(Ooh - whoo - oooh - ooooh - ooh)",rock,Memory,0.8,-0.3,2021
474,Gojira,"[Verse 1]
Leaves are falling, the wind is blowing so cold
The end, cycle, peel to the core
Vision faces disintegrator
It all came back to me
None could be lower, crawling under
The weight I can't take
I eat all, wild and virgin
The world carries the tears
Again the glory collapsing in silence
I'll be counting the layers

[Verse 2]
And the millions of mirrors you're sending
Reflecting rays of sun in dark time
Greater spirits from above are watching
Let us drink those tears, may we grow strong
Sometimes in our love disappointed
Fool ourselves in blind pretension
Sever ties to the possible options
Destroy the bridges to the green land
[Chorus]
Fall to the ground
All dies again

[Verse 3]
A circle of blood and power recycled
Greater vision awaits a new coming
Melting rocks on the lives hard-working
And all shall die, transform
Nothing left to steal, no rewarding
Competition over no cheating
This great opened eye underwater
Is rising slowly, embrace all over

[Chorus]
Fall to the ground
All dies again

[Outro]
Leaves are falling, the wind is blowing so cold
The end, cycle, peel to the core",rock,The Fall,-0.8,-0.1,2012
475,Mr. Mendola,"My daydream seems as one inside of you
Though it seems hard to reach through this life
Your blue and hopeless life

My daydream screams bitter ’til the end
The love I share -true- selfish to the heart
My heart, my sacred heart

My daydream dream
My daydream
My daydream dream
My daydream

I’m going crazy
I’m going crazy
I don’t want feelings
Your feelings

I have gone crazy
Motherf***in’ crazy
I have gone",rock,Smashing Pumpkins’s “Daydream”,-0.8,0.3,2014
476,Morphine,"[Chorus 1]
Honey white, honey white
Honey white, made a deal for some angel food
Honey white, honey white
Everybody told her it was sweet and good, yeah

[Refrain 1]
Poor honey
Poor honey
Poor honey
Poor honey

[Verse 1]
She said you'll see me later, yeah you'll see me later
Will you see me later seemed all too soon
And then he smiles, he knows honey's coming back
Honey's going to want some more angel food

[Refrain 2]
Devil made of honey
Devil made of honey
Devil made of honey
Devil made of honey
[Bridge]
She said you'll get me when I'm old and wizened
And not a day before that
The devil said honey it won't be that long
Besides I like to see you a little more fat
Yeah I like to see you a little more fat
You know I like to see you a little more fat

[Chorus 2]
Honey white, honey white
Honey white, honey white
Tell me how is your angel food
Honey white, oh honey white
She says it's sweet and good
Honey white, honey white uh
Honey white, the sweetness starts to fade
Honey white, honey white
Thought you could get away

[Outro]
Poor honey
Poor honey
Poor honey
Poor honey",rock,Honey White,0.6,-0.3,1995
477,Antediluvian,"THERE WAS NONE
There was none to start
WHAT EYES SAW
Saw as I a lie


PURGE – worthless wombs waste
DESTRUCT – a fathers construction
GRASP – the walls of the chasm
WALLS – these walls are his
Down into the PIT

TAKE THIS
Take this flesh the death
THE DEATH
Death (that) exists inside OF ME



GLIDING WITHIN THE INVERSE PENTAGRAM
A form turned downside up
WITHOUT CONSCIENCE FLAME OF SIN
A ""being"" turned inside out

WITHIN THE GAPING MAELSTROM
Free from flaccid elation

DECONSTRUCTING. SATAN!
Toward the uncreation


JOYOUS UNBECOMING
The gift of destruction

DESTRUCTION OF ALL FORM
Destruction of all being

COMMUNION WITH THE VOID
Granted the inner sight

TO BURN TO BLACK - THE WORD
Ablaze within - down into the pit",rock,Communion with the Void,-0.6,0.6,2012
