,artist,lyrics,tag,title,x_coordinate,y_coordinate,year
848,The Reklaws,"[Verse 1]
Red sky fading, let's do this right
What you're drinking is what I'm drinking
Who's got a light?
We 'bout to burn up this nine to five from dusk till dawn
Man it's on

Blue jean babies in 501s
Music's playing, yeah we're swaying, turn this one up
The stars are falling like confetti, so wish on one
Before they're gone

Find someone, have some fun
Till it all gets lost in the light

[Chorus]
Singing long live the night
It's a song coming on, one that everyone knows
It's a bar, it's a field, it's a see where it goes
It's a guy and a girl hoping that sun don't rise
Singing long live the night
All the beers and the years gonna fly on by
We're just small town stars holding on to midnight
So take a sip, this is it, raise 'em on up real high
Singing long live the night
[Verse 2]
Full moon rising, we ain't there yet
Every minute's a memory so drink it in
Before you know it's over man it flies by fast
Make it last

Take a picture while you kiss her, make a moment
For the rest of your life

[Chorus]
Singing long live the night
It's a song coming on, one that everyone knows
It's a bar, it's a field, it's a see where it goes
It's a guy and girl hoping that sun don't rise
Singing long live the night
All the beers and the years gonna fly on by
We're just small town stars holding on to midnight
Take a sip, this is it, raise 'em on up real high
Singing long live the night

[Bridge]
Long live the night
Find someone, have some fun
Till it all gets lost in the light

[Chorus]
Singing long live the night
It's a song coming on, one that everyone knows
It's a bar, it's a field, it's a see where it goes
It's a guy and girl hoping that sun don't rise
Singing long live the night
All the beers and the years gonna fly on by
We're just small town stars holding on to midnight
Take a sip, this is it, raise 'em on up real high
Singing long live the night
[Outro]
Long live the night
Long live the night",country,Long Live The Night,0.6,-0.2,2018
849,Nick Santino & the Northern Wind,"[Verse 1]
Well she was born in the dirty South
With a real big heart and cigarette in the mouth
Oh she's the best damn thing that I ever did see
Oh she's a hell of a woman and she knows how to get to me

[Verse 2]
Long brown hair and her big blue eyes
She's the prettiest thing, she'll make you lose your mind
And she's a little bit sour, but she tastes so sweet
'Cause she's a hell of a woman and she knows how to get to me
(Oh, she does!)

[Chorus]
Oh she can look good when she don't even try
She'd rather drink whiskey than a bottle of wine
I get a little worried thinking she might leave
'Cause what's a girl like her see in a guy like me?

[Verse 3]
Oh everybody looks whenever we go out
Because she's too damn pretty to be out of the house
And she's mine all mine, and everything I need
'Cause she's a hell of a woman and she knows how to get to me
Oh yeah
[Chorus]
Oh she can look good when she don't even try
She'd rather drink whiskey than a bottle of wine
I get a little worried thinking she might leave
'Cause what's a girl like her see in a guy like me?

[Outro]
Her long brown hair (her long brown hair)
And big blue eyes (and big blue eyes)
Oh she's the prettiest thing (oh she's the prettiest thing)
She'll make you lose your mind (she'll make you lose your mind)
Oh she's a little bit sour, and tastes so sweet
She's the best damn thing that I ever did see
She's a hell of a woman and she knows how to get to me
(Oh, she does! Come on)",country,Hell of a Woman,0.6,0.2,2013
850,DEEP FEMME,"Lightning strike
A beacon in this cold dark night
Close my eyes real tight
Pray I make it home alright

Lightning strike
A beacon in this holy night
I close my eyes, screw up real tight
Pray I make it home alright

They say
Accidents happen when you're closest to home
Let down your guard now
Pretend that youre alone

They say
Accidents happen when you're closest to home
Let down your guard now
Pretend that youre alone

I'll be ramming with potential
Will it be a shithead or the chemicals that
Pulls me down and
Pours me out
I'll be ramming with potential
Will it be a shithead or the chemicals that
Pulls me down and
Pours me out

Oh lighting strike
Your fury cuts through me like this rainy hazy thing
Give me all your white hot demons
Give me all your worthless screaming
Beacon light
Be my talisman tonight
Get me home safe alright you can have me on some other night",country,Storm Prayer re 3 songs,-0.3,0.6,2017
851,Vern Gosdin,"We agreed it was over we'd both find another
We shook hands and parted as friends
I thought I'd forget you but today when I met you
It started all over again

It started all over again
I still love you now like I loved you then
It's too late for lyin' I looked in your eyes then
It started all over again

As we stood there together and we live forever
We laughed and you reached for my hand
I started to leave when you touched me and right then
It started all over again

It started all over again
I still love you now like I loved you then
It's too late for lyin' I looked in your eyes then
It started all over again",country,It Started All Over Again,-0.4,0.3,1977
852,Mel Street,"[Chorus]
Smokey Mountain memories    bout my home in Tennessee
Yesterday keeps calling me   calling me home
Mountains rising in my soul    higher than the dreams I've known
Misty eyes they cling to me my   Smokey Mountain memories

[Verse 1]
An old grey man with a dog asleep at his feet
Plays a worn out fiddle full of melodies
He smiles with his eyes but the lines on his face
Told me as much as the tunes he played

[Chorus]
Talking bout my
Smokey Mountain memories   pretty girl from Tennessee
I was such a fool to leave   leave her all alone
Think about her in my dreams    I wonder if she thinks of me
I always hold her close to me in my   Smokey Mountain memories

[Chorus]
So mister play your fiddle please    play some moutain memories
I've been down a lonely road   so far from home
Nothing left to hold on to   I made some plans but they fell through
Now there's nothing left for me but my   Smokey Mountain memories
[Outro]
Smokey Mountain memories    bout my home in Tennessee
Yesterday keeps calling me   calling me home
Mountains rising in my soul    higher than the dreams I've known...",country,Snoky Mountain Memories,-0.5,0.2,2022
853,RiFF RAFF,"Lately, I've been tryna put the pieces toghther
Were you flirting? I'm not certain, but I know that I liked it
And every time you look my way, I can't even handle myself
'Cause you're in my mind, I can't help but wanna be with you
And you've got my heart wrapped in the little things you do
And I think I might love you
(Love you)



And you say words, but I don't know if I can trust 'em
To be true to your heart, sometimes it's hidden
And every time you speak to me, I lose my mind but find your heart
You're in my mind, I can't help but wanna be with you
And you've got my heart wrapped up in the little things you do
And I think I might love you
They roll off your tongue, what do they measure?
Is it talk or is there something in me you treasure?

Cause you're in my mind, and I can't help but wanna be with you
And you've got my heart wrapped up in the little things you do
And I think I might love you",country,I Think I  Might,0.3,0.6,2019
854,Alison Krauss & Union Station,"Stood out in the rain, let it soak me down
For I called you, I called you
You did not see me there
Hidden by the dark beneath your window --
But I saw you

When putting on a face for the mirror on the wall
Dreaming that the looking glass is you
Catching my fondest gazes, livin' through my fickle phases...
I love you

Spend my dimes on phones trying just to talk
But you don't answer, you let it ring
Spend my nights alone catching fallen stars
To give to you, Love -- they're just for you

Stars fall every time a lover has to face the truth
And far too many stars have fell on me
And as they trail the skies, I burn their paths upon my eyes...
I cry
And it's getting easier each day to weep about you
Harder every night to sleep without you...
How many years must I be driven by this dream of love with you?",country,Stars,-0.4,0.4,2001
855,My Bubba,"It's 7 in the morning, and I'm building a treehouse for two
It's 7 in the morning, and I'm building a treehouse for two
Let's make up the mess
We made from mayhem and chess

But there silence on the other side
Moon and mills, pocket full of pills
Trying hard to stay off the track
My only wonderment is you in the sack

It's 8 in the evening, having difficulty with my dreams
Its 8 in the evening, having difficulty with my dreams
But be aware of, the robots in here they may just lick your hair

But there silence on the other side
Moon and mills, pocket full of pills
Trying hard to stay on the track
My only wonderment is you in the sack",country,Bubbas Blues,-0.2,0.6,2019
856,Sloppy Henry,"Someday, oh someday
Some sweet rainy day
I'm goin' home to my baby, some sweet, sweet rainy day

You can go, you can stay
You come back some old lonesome day
I'm goin' home to my baby, some sweet rainy day

Mississippi River, got so deep and wide
I got a good girl on the other side
I'm goin' home to my baby, some sweet rainy day

I was born in Alabama
Brought here from Tennessee
I've got a gal here in Atlanta, partner, she's a fool about me

Some day, 'cause some day, some day, sweet day
Some sweet rainy day
I'm goin' home to my baby, some sweet rainy day

I got a girl named Rosie
One named Sadie Mae
And I'm goin' home to my baby, some sweet rainy day
Where was you that mornin', when the Southern, it blowed for town?
Had my head out the window
Singin' how I's on my last go-round",country,Some Sweet Rainy Day,0.6,-0.1,1929
857,Deer Creek Boys,"[Verse 1]
I have always thought forever is a lie
I have sworn off love a thousand times
I can finally start to feel again
What I swore I'd never let back in

[Chorus]
And it's like love's rainin' down on me
Feels like it's where I need to be
I'm prepared to say it's destiny
Right now

[Verse 2]
I just can't believe how strong this thing can be
Like the moon on the tide, it's pullin' me
And there's a new wave that's crashin' in
Now I know a broken heart can mend

[Chorus]
And it's like love's rainin' down on me
Feels like it's wherе I need to be
I'm prepared to say it's dеstiny
Right now
[Bridge]
And it's so great to finally feel again
What I swore I'd never let back in

[Chorus]
It's like love's rainin' down on me
Feels like it's where I need to be
I'm prepared to say it's destiny
Right now",country,Loves Raining Down,0.3,0.6,2017
858,Anne Murray,"Never felt like this until I kissed ya
How did I exist until I kissed ya
Never had you on my mind
Now you're there all the time
Never knew what I missed until I kissed ya, uh-huh
I kissed ya, oh yeah

Things have really changed since I kissed ya, uh-huh
My life's not the same now that I kissed ya, oh yeah
Mmm, ya got a way about ya
Now I can't live without ya
Never knew what I missed until I kissed ya, uh-huh
I kissed ya, oh yeah

You don't realize what you do to me (do to me)
And I didn't realize what a kiss could be
Mm, ya got a way about ya
Now I can't live without ya
Never knew what I missed until I kissed ya, uh-huh
I kissed ya, oh yeah
You don't realize what you do to me (do to me)
And I didn't realize what a kiss could be
Mmm, ya got a way about ya
Now I can't live without ya
Never knew what I missed until I kissed ya, uh-huh
I kissed ya, oh yeah

I kissed ya, uh -huh
I kissed ya, oh yeah
I kissed ya, uh -huh
I kissed ya, oh yeah",country,Til I Kissed You,0.7,0.4,2002
859,Peggy Sue (Country),"You've got a habit that I can't break a playing after dark
I finally found your playground but you use it for a park
So go on out and play and don't worry bout the time
'Cause your sweet mama's got a few little things in mind

You do your playing after dark and I think you're a playing dirty
Don't ask me who told me this let's just say a little birdie
Well you say you're playing a game of fun that's as old as Noah's ark
But your fun game's gettin' a little strange after dark

You've been a playing every night but tomorrow's mother's day
But when you leave to go to work your baby's gonna play
Well any game your playmates play I know one that's better
Your mama found her a tall dark baby sitter

You do your playing after dark and I think you're a playing dirty
Don't ask me who told me this let's just say a little birdie
Well you say you're playing a game of fun that's as old as Noah's ark
But your fun game's gettin' a little strange after dark
Yeah your fun game's gettin' a little strange after dark",country,Playing After Dark,-0.2,0.7,1970
860,Buddy Miller,"I been a walkin', walkin' in the moonlight
Trippin' in the starlight, Lord, and I'm feelin' down
Walkin' in the shadows, sneakin' down a side road
Come early mornin' I'll be there on the edge of town

I was a thinkin', thinkin' bout a good thing
Thinkin' bout a sweet gleam, uum, in my honey's eyes
And I was a-sinkin', feelin' kinda lonesome
Come early morning I'll be home at my honey's side

I have drifted up across the mountain
And I have stumbled down the other side
And I've been tempted, tried and troubled
Come early morning I'll be home and satisfied

[Instrumental]

She give me little lovin'
Give me little sunshine
Make me have a good time, Lord
When I'm feelin' blue
I couldn't refuse her
Well I couldn't misuse her
Come early mornin' I'll be home
With my honeydew
I have drifted up across the mountains
I have stumbled down the other side
I've been tempted, tried and troubled
Come early mornin' I'll be home
And satisfied",country,Come Early Mornin,0.7,-0.2,2016
861,Blake Shelton,"[Verse 1]
People would say I'm lying
If I tried to tell 'em how we met tonight
They'd ask how many drinks I'd had
Cause ain't no way it  all went down that right
You waiting on somebody and they never did show
You were pissed off, leaving, came back cause you forgot your phone

[Chorus]
There I was, yeah I just sat down in the seat you left
You walked up I said ""what are you doing with your beautiful self?""
You rolled your eyes but you laughed and your song came on
I begged you for a dance and we danced
And it was on, eyes locked, clock stopped
One little kiss, no, we never meant to start falling in love
Oh man, you can't make this up

[Verse 2]
Then I walked you out to your car, it wouldn't start cause you left on your lights
Then you just shook your head and laughed and said ""I guess I need a ride""
Then come to find out your house was just a block from mine
Yeah this is one of those movie scene cool kinda things where the stars align
Just an hour ago...
[Chorus]
There I was, yeah I just sat down in the seat you left
You walked up I said ""what are you doing with your beautiful self?""
You rolled your eyes but you laughed and your song came on
I begged you for a dance and we danced
And it was on, eyes locked, clock stopped
One little kiss, no, we never meant to start falling in love
Oh man, you can't make this up

[Bridge]
You can’t make up a night like this
You can’t make up a story like that
It’s one of those
How in the world did it happen
Kind of things
I’d never believe it
If I didn’t see it girl

[Chorus]
There I was, yeah I just sat down in the seat you left
You walked up I said ""what are you doing with your beautiful self?""
You rolled your eyes but you laughed and your song came on
I begged you for a dance and we danced
And it was on, eyes locked, clock stopped
One little kiss, no, we never meant to start falling in love
Oh man, you can't make this up
[Outro]
You can’t make up a night like this
You can’t make up a story like that
Oh no",country,You Cant Make This Up,0.6,0.4,2016
862,Annie Bosko,"Well theres a virus going around
Its on the lips of every married man in town
You blow through dudes like malboro red

You're setting fire to the devils in your bed
I'm sitting up here all alone at night
I'm drinking and thinking 'bout your demise
You don't know and it ain't no lie
Your imprinted in my boy's eyes
I'm your poison dart
Bless your cold black
Bless your cold black heart
You're chopping trees down
Just for the thrill
Collecting deadly apples for your up the ladder kill
You need an oscar, you need a shrink
Cause you still play those dirty roles when you ain't on the screen
Think you're trouble
I'm double trouble
I'm shaking and braking the world you own
Don't you mess with the wrong chick
You just flicked my crazy switch
I'm your poison dart
Bless your cold black
Bless your cold black heart
Burn baby burn
Ohhhh
You're on the fast track
You're living well
You can ride your limosine all the way to hell
I've wiped my hands clean
These yours to take
I'll say a prayer when your there on your judgement day
You'll face a poison dart
Bless your cold black
Bless your cold black heart
Ohhhh
Criminal thing
So hard to believe
You got them ugly tricks you pull from up your sleeve
Slept your way to the middle
Lie in the bed you made
Stole my man from under my hand
Your black heart's gonna pay",country,Coal Black Heart,-0.3,0.7,2015
863,Marty Robbins,"Long long ago in old Wyoming lived a maid
Fair as the sweetest flower bloomin' in the shade
She loved a bandit bold who roamed the prairie o'er
And every night she'd listen for his call
Then far the west his voice came ringing ridin' wild horse he came singing
Hee li oli yip ioli ay
Hee li oli yip ioli yip ay oli ya he brings a token of his love
Swift as the wind he goes for high as the hills he knows she's waiting
For his hee li oli yip ioli ay

One day he rode away but never to return
Danger was waitin' now his love must never yearn
Long days and lonely nights she waited all in vain
Till winter passed and summer came again
Still every night when the moon came shining for his song her heart was pining
Hee li oli yip ioli ay
Hee li oli yip ioli...

One night an angel brought a message from her love
Told her he waited in the starry sky above
Softly she closed her eyes and bade the angel go
And then the whole world echoed to his song
For straight down a moonbeam he came ridin' out of the sky on a winged horse glidin' Hee li oli yip ioli ay
Hee li oli yip ioli...
Hee li oli yip ioli ay hee li oli yip ioli ay singin' hee li oli yip ioli ay",country,Song of the Bandit,0.6,0.2,1960
864,Gloriana,"Silent night, silent night

Silent night, holy night
Shepherds quake at the sight
Glories stream from heaven afar
Heavenly hosts sing alleluia
Christ, the Savior is born
Christ, the Savior is born

Silent night, holy night
All is calm, all is bright
'Round yon Virgin Mother and Child
Holy Infant so tender and mild
Sleep in heavenly peace
Sleep in heavenly peace

Silent night, holy night
Son of God, love's pure light
Radiant beams from Thy holy face
With the dawn of redeeming grace
Jesus Lord, at Thy birth
Jesus Lord, at Thy birth
Silent night, holy night
All is calm, all is bright
'Round yon Virgin Mother and Child
Holy Infant so tender and mild
Sleep in heavenly peace
Sleep in heavenly peace

Silent night, silent night",country,Silent Night,0.3,-0.8,2009
865,Jim Lauderdale,"[Verse 1]
I think it's time, I think it's now
Don't ask me why, I just know somehow
There's a star in the sky
Shining bright, tells me I

[Pre-Chorus]
Gotta leave the garden

[Chorus]
In my dreams at night I ride
I am free and side by side
With the key
On the Graceland horses

[Verse 2]
I am changed, now I'm strong
And I can't stay, that would be wrong
So say goodbye, wish me well
I think you know, yeah, you can tell
[Pre-Chorus]
Gotta leave the garden

[Chorus]
In my dreams at night I ride
I am free and side by side
With the key
On the Graceland horses

[Verse 3]
Don't you cry when I'm gone
'Cause one day I'll be comin' home
When I do, you will know
You were right to let me go
And leave the garden

[Chorus]
In my dreams at night I ride
I am free and side by side
With the key
On the Graceland horses

[Outro]
With the key
On the Graceland horses",country,The Graceland Horses,-0.2,0.6,2019
866,Dolly Parton,"[Verse 1]
I grew up poor and ragged, just a simple country girl
I wanted to be pretty more than anything in the world
Like Barbie or the models in the Fredricks catalog
From rags to wishes in my dreams I could have it all

[Chorus]
I'm just a Backwoods Barbie, too much makeup, too much hair
Don't be fooled by thinking that the goods are not all there
Don't let these false eyelashes lead you to believe that
I'm as shallow as I look cause I run true and deep

[Verse 2]
I've always been misunderstood because of how I look
Don't judge me by the cover cause I'm a real good book
So read into it what you will, but see me as I am
The way I look is just a country girl's idea of glam

[Chorus]
I'm just a Backwoods Barbie in a push-up bra and heels
I might look artificial, but where it counts I'm real
And I'm all dolled up and hoping for a chance to prove my worth
And even Backwoods Barbie's get their feelings hurt
[Interlude]

[Chorus]
I'm just a Backwoods Barbie, too much makeup, too much hair
Don't be fooled by thinking that the goods are not all there
Yes, I can see where I could be misjudged upon first glance
But even Backwoods Barbie's deserve a second chance
I'm just a Backwoods Barbie just asking for a chance
Just a Backwoods Barbie",country,Backwoods Barbie,-0.3,0.5,2008
867,Tommy Overstreet,"I would send her a rose
When I couldn't make it home
I was always away she was always alone

But roses couldn't hold her tight
Or keep her warm in the night
And in time she slipped away
I can still hear her say

Send me no roses
Send no roses today
Just like our dreams
The fragrance will soon fade away

The magic is gone
Our love has died on the vine
Send no roses
Roses can't bring it back this time

Empty arms reaching out
Left so unsatisfied
Needing so much to find
The love she was denied
What she wanted was my love
Roses weren't quite enough
I remember the day that I heard baby say

Send me no roses
Send no roses today
Just like our dreams
The fragrance will soon fade away

The magic is gone
Our love has died on the vine
Send no roses
Roses can't bring it back this time

Send me no roses
Send no roses today
Just like our dreams
The fragrance will soon fade away

The magic is gone
Our love has died on the vine
Send no roses
Roses can't bring it back this time",country,Send Me No Roses,-0.6,-0.2,1973
868,Rodney Atkins,"[Verse 1]
I was late for work, had to pull to the side
While a funeral train of cars drove by with their lights on
It was just my luck, it went on and on for miles
I kept checking my watch, gritting my teeth
Then suddenly it dawned on me that whoever this is
Is going to be missed for a long, long time
It got me thinking

[Chorus]
When it's my time to go, the end of my road I hope it looks like this
200 cars stretched out as far as the hearts I touched while I lived
And I hope I leave half as much love behind when it's my time

[Verse 2]
So I followed that last car down to the church
Took off my ball cap, tucked in my shirt
I just had to see what kind of life could cause such as traffic jam
Heard story after story, people laugh, people cry
It didn't take long to understand why every pew was full
There's a lot of good souls made better for knowing him
And now I'm one of them
[Chorus]

[Bridge]
Felt a hand on my back, turned around, someone asked
""Did you know him well?""
And I said, ""Yeah, well enough to know""

[Chorus]",country,When Its My Time,-0.5,-0.2,2009
869,Horace Pinker,"I feel so tired the pavement burns
So uninspired read Salinger
White tree lined, gated, blinds
Chain store suburb rushes by hold
Your eyes on just one spot and focus
Still he took the train drank all night anyway
Right now everything that happens here
Somehow everything that matters
Just a little time I need to move into the after
Just a little time that I take to get on by
Just a little time
Low rent fix a 4-wall lullaby I sing to open up
To get some closure and I'm lost insidе my head
Eighteen ways to speed redemption
Bring mе to the hospital
The only thing that comes to mind
He said that they're all phonies
Look at me",country,Into the After,-0.2,-0.7,2011
870,Loretta Lynn,"Someone before me still turns you inside out
When we're together, she's all you talk about
You're always wanting me to do the things she used to do
Someone before me sure left her mark on you

I've tried to get inside your heart, but I don't have a chance
Now I can see she's on your mind with every little glance
You're living on old memories, my love can't get through to you
Someone before me sure left her mark on you

I've tried to get inside your heart, but I don't have a chance
Now I can see she's on your mind with every little glance
You're living on old memories, my love can't get through to you
Someone before me sure left her mark on you",country,Someone Before Me,-0.5,-0.2,1966
871,Amanda Shires,"[Verse 1]
She took her lover on a road trip
Turned out to be a bad idea
She lost his eagle feather roach clip
A present from some sad Maria
Things never made it back to normal
He was the wrong kind of naive
She stopped for gas in Oklahoma
Left him alone on St. John's Eve

[Chorus]
There's a pale fire
There's a pale fire
There's a pale fire rising on the plain

[Verse 2]
Remember when you were a fighter?
Remember when I was a queen?
Now I'm just another rider
Can't keep up with your machine
Every man I meet is perfect
Any better, they'd be wrong
That way it's never really worth it
And I can spend my days alone
[Chorus]
There's a pale fire
There's a pale fire
There's a pale fire rising on the plain

[Bridge]
Every man I meet is perfect
Any better, they'd be wrong
Now it's never really worth it
And I can spend my days alone

[Chorus]
There's a pale fire
There's a pale fire
There's a pale fire rising on the plain",country,Pale Fire,-0.1,0.6,2016
872,Steve Earle,"[Verse 1]
Standin' on the gone side of leavin'
She found a thumb and stuck it in the breeze
She'll take anything that's going close to somewhere
She lay it down and live it like she'd please

[Chorus]
She ain't going nowhere, she's just leaving
She ain't going nowhere she can't breathe in
And she ain't going home, that's for sure

[Verse 2]
She's not sittin' down and crying' on her suitcase
She had no second thoughts by the road
She's got feelings that need some repairing
She did not give a damn that it showed

[Chorus]
She ain't going nowhere, she's just leaving
She ain't going nowhere she can't breathe in
And she ain't going home, that's for sure
[Verse 3]
And the wind had a way with her hair
The blues have a way with her smile
She had a way of her own
Like prisoners have a way with a file

[Chorus]
She ain't going nowhere, she's just leaving
She ain't going nowhere she can't breathe in
And she ain't going home, that's for sure

[Chorus]
She ain't going nowhere, she's just leaving
She ain't going nowhere she can't breathe in
And she ain't going home, that's for sure",country,She Aint Going Nowhere,-0.1,0.6,2019
873,Thomas Mac,"[Intro]
I'm not always perfect
I'm only one guy
But I'll rise up above it
If you let me try
Just for the night
Be your shining knight
Just let me try

[Verse 1]
I'm not always right
Though I pretend
But you see my best side
What's under my skin
I wanna be that guy
For more than just the night
I'll do more than try

[Chorus]
Whatever you need, that's who I'll be
I'll be your outlaw, I'll be your sad song
I'll be your love story come to an end
When everything goes wrong it's me you can count on
When it gets rough baby take my hand
When life gets to dark
I'll take my parts and I'll be your man
[Verse 2]
You always sparkle
In the darkest of rooms
You shine on me girl
Like the sun on the moon
You always shine bright
You give me my light
You don't have to try
If your life don't shine, I'll give you mine

[Chorus]
I'll be your outlaw, I'll be your sad song
I'll be your love story come to an end
When everything goes wrong it's me you can count on
When it gets rough baby take my hand
When life gets to dark
I'll take my parts and I'll be your man

[Outro]
I'm not always perfect
Though I pretend
But you see my best side
What's under my skin
I wanna be that guy
For more than just the night
I'll do more than try",country,Ill Be Your Man,-0.2,0.6,2017
874,Vernon Dalhart,"[Verse 1]
Oh, I wish I had someone to love me
Someone to call me their own
Oh, I wish I had someone to live with
'Cause I'm tired of livin' alone

[Verse 2]
Oh, please meet me tonight in the moonlight
Please meet me tonight all alone
For I have a sad story to tell you
It's a story that's never been told

[Instrumental Break]

[Verse 3]
I'll be carried to the new jail tomorrow
Leavin' my poor darlin' alone
With the cold prison bars all around me
And my head on a pillow of stone

[Verse 4]
Now I have a grand ship on the ocean
All mounted with silver and gold
And before my poor darlin' would suffer
Oh, that ship would be anchored and sold
[Verse 5]
Now if I had wings like an angel
Over these prison walls I would fly
And I'd fly to the arms of my poor darlin'
And there I'd be willin' to die",country,The Prisoners Song,-0.6,-0.1,1924
875,JB And The Moonshine Band,"Back when i was 17, my friend _______ he sold weed
He used to let me smoke for free, so I'd help him make his rounds
He always kept his pager on, cause back then nobody had cell phones
He'd get a page, and we'd be gone we must've moved a thousand pounds
God bless the good old days, when all we had to do was ride and blaze
Yeah we'd head out towards Elkhart and cut across the Lost Prarie Lake
Those backroads seem a hundred miles away
God bless the good old days
We try to get to school by 8, but most the time we'd roll up late
We'd have eyes as red as hades gate, and we smelled like Cheech&Chong
We'd drop a couple of drops of clear eyes in, and take one last hit then stroll on in
Chunk the deuce to all our friends, no we couldn't do no wrong
God bless the good old days, when all we had to do was ride and blaze
I can go from Westwood to Montalba, about a hundred different ways
Those backroads seem a thousand miles away
God bless the good old days
Yeah they say that gettin high, and gettin stoned is an awful waste of time
But the memories that i cherish most are of a fat ass homegrown dime
God bless the good old days, when there weren't no mouths to feed or no bills to pay
We'd go all the way to Jacksonville, and never touch highway
Those backroads seem a million miles away
God bless the good old days",country,Good Old Days,0.5,-0.4,2010
876,The Goddamn Gallows,"Suddenly, the water turns a crimson shade of red
Flies and snakes are crawling, gnawing on the rotting dead
Infesting people with disease, I want them begging on their knees
Locust cloud comin’ down all around, and I’m laughing at their pleas

Tonight, everybody dies
(I hear the screaming in the night)
I’m so sick of all their lies
(I gave a chance, but no-one tried)
At last, I kill the children
And I watch their mothers cry
And now you’ll have to feel my wrath
Beneath my blackened skies

Deadly douses, slaughterhouses, poisoned gluttony
Fleas and lice infest the night, the people pray to me
Infesting people with disease, I want them begging on their knees
Locust cloud comin’ down all around, and I’m laughing at their pleas

Tonight, everybody dies
(I hear the screaming in the night)
I’m so sick of all their lies
(I gave a chance, but no-one tried)
At last, I kill the children
And I watch their mothers cry
And now you’ll have to feel my wrath
Beneath my blackened skies
Tonight, everybody dies
(I hear the screaming in the night)
I’m so sick of all their lies
(I gave a chance, but no-one tried)
At last, I kill the children
And I watch their mothers cry
And now you’ll have to feel my wrath
Beneath my blackened skies",country,Everybody Dies,-0.6,0.4,2007
877,Conway Twitty,"You know I've always tried to never take love for granted
As you know
'Cause if you ever said goodbye
Why, I just don't know
What I'd ever do without you, baby

Well, all of the friends we know
Are lettin' each other go, there own way
Will they ever find love again
Or will the whole world end up lonely?

'Cause baby, just as sure as that old sun'll go down
Somewhere tonight you'll hear a heart breakin' sound
Maybe this'll be a lonely old town
If thеre's not enough love to go 'round

Somеtimes it's just a little hard
To keep a love like ours together
But I promise you one thing, girl
No matter what, I'm gonna love you forever
All up and down street
Are people who really need each other
And only a lucky few
Learn how to hold onto each other

Cause baby, just as sure as that old sun'll go down
Somewhere tonight you'll hear a heart breakin' sound
Maybe this'll be a lonely old town
If there's not enough love to go 'round

Maybe this'll be a lonely old town
If there's not enough love to go 'round",country,Not Enough Love to Go Round,-0.5,-0.2,1987
878,Alabama,"[Verse 1]
Every once in a while
I catch a gust of wind in my sail
Girl you know I never can tell
Where it's gonna take me

[Verse 2]
Every now and then
I get to rollin' and the wheels come loose
I'm rockin' like a rock star dude
Out here in the crazies

[Chorus]
Come find me
I'm out on the wind tonight
Come find me
I could sure use my friend tonight
Come find me
Come and get your guitar man
Come find me
'Cause only you know where I am
[Instrumental break]

[Verse 3]
I'm somewhere out west
Headin' somewhere down south
Girl and right about now
I'm all alone

[Verse 4]
Your ramblin' boy's
Been dancin' out on the ledge
Ain't enough of my candle left
To light my way home

[Chorus]
Come find me
I'm out on the road tonight
Come find me
The one I want to hold tonight
Come find me
Come and get your guitar man
Come find me
'Cause only you know where I am

[Bridge]
Oh tonight there's just a sliver of a silver moon
Above on this lost highway mmm
I sure do miss you baby
[Chorus]
Come find me
Come and get your guitar man
Come find me
'Cause only you know where I am
Come find me
Come and get your guitar man
Baby come find me
My friend tonight
Baby come find me
Come and get your guitar man
Come and get your guitar man

[Outro]
I'm out on the road tonight
So come find me",country,Come Find Me,-0.2,0.6,2015
879,NQ Arbuckle,"Light the match and blow it out
London Bridge is falling down
And I can almost see you now
It's 4 in the morning somehow

Blow a kiss how does it feel
If I dream it, does it make it real
The only losers in these deals
Are broken hearts and spinning wheels

So I close my eyes and fall in love
And light up smokes to scare the bugs
It's really you I am thinking of
When I'm far away and kinda drunk

Knock me down in your sunshine
The last thing I had on my mind
The bottleneck of dreams is trying to kill me
O death, I'm scared of you tonight

Let the guitars do their thing
And I'll try to remember the words to sing
It's really easier than you'd think
I just steal the things you say to me
So light the match and blow it out
London Bridge is burning now
So pick me up turn me around
Not all good things come to an end
It's 4 in the morning again

Knock me down in your sunshine
The last thing I had on my mind
The bottleneck of dreams is trying to kill me
O death, I'm scared of you tonight",country,Death,-0.2,0.7,2014
880,Johnny Cash,"[Verse 1]
I've been up and down and out and I have been around
And I felt good more times than I felt bad
Loving you felt better than I've never known before
Losing you is the worst thing that I've had

[Chorus]
But it comes and goes
It's like a blue wind blows
Yes it goes and comes
But now I'm living some

[Verse 2]
And today my high didn't get any lower
And my low didn't fall anymore
But sometimes when I drop my guard
Everybody knows
Because I can't control my feeling
And there isn't much sign of healing
Because when the pain is there it always shows
But it comes and goes
In my mind I'm holding you and loving you again
I hear you laugh and feel you cling to me
Although it's over I'm still holding on a little bit
And there's a lot of pain in the memories
[Chorus]
But it comes and goes
It's like a blue wind blows
Yes it goes and comes
But now I'm living some",country,It Comes And Goes,-0.5,-0.2,1978
