title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Smells Like Me,pop,Charlie Puth,2022,4074,{},"Lyrics from Snippets

[Intro]
One, two, three, four

[Verse]
Lonely when you're in his arms
Yeah, you know I pray for that, pray for that, yeah
You're lonely when your [?]
Yeah, you know I pray for that, pray for that, yeah

[Chorus]
I hope the memory's killin' you over there
Don't even front, you know that you just can't compare
What it used to be
I hope your jacket smells like me (Stop, but baby, stop, yeah)
I hope the memory's killin' you over there
Don't even front, you know that you just can't compare
What it used to be
I hope your jacket smеlls like me (Stop, but baby, stop, yeah)",7394617,en,en,en
I Give It All to You,pop,Steven S. Billings,2007,40,{},"Standing at this altar; Your hand in mine
I've never been more happy Than at this place and time
I used to be so selfish With all that I owned
But it cost me so dearly; Even broke up my home

But I thank my Savior For a new lease on life
And weep tears of joy Just to call you my wife
And from all that I've learned, I know what to do
Take all that I am And give it to you

All of my hopes, All of my dreams
All of my plans, All of my schemes
All of my doubts, All of my fears
All of my love, Through all the years
Though great or small, I give it all
To you

Kneeling at this altar, My heart in Your hands
Dear Lord, I surrender This broken man
I've been so lonely; Jesus, You know
About all the sorrow That I can't let go
Savior, I need You More than I need breath
And I know You love me; You loved me to death
Lord God, that tells me What I need to do
Take all that I am And give it to You

All of my hopes, All of my dreams
All of my plans, All of my schemes
My heart and soul, Each song that I sing
I hold nothing back; I give everything
Though great or small, I give it all
To You",5169177,en,en,en
Without U,pop,Max Styler,2016,66,"{""Gabriela Geneva""}","[Verse 1]
I waited for your lifeline
Then I chose the other side
Steady in my point of view
Still I burn for you

[Chorus]
I’ll never be lost
Whatever the cost
I’ve taken control
But still there’s a pull

[Music]

I’ll never be lost
Whatever the cost
I’ll never be lost
Whatever the cost

[Verse 2]
Followed all my instincts
My every motion in sync
But somehow I remain linked to you
[Chorus]
I’ll never be lost
Whatever the cost
I’ve taken control
But still there’s a pull",3137909,en,en,en
Love You That Much,pop,Alexandra Burke,2012,145,{},"[Verse 1]
It's all a little strange
I never though you'd make me feel this way (Didn't know)
I never was the type to stay
I didn't think I'd change
But here we go again, go again, go again

[Pre-Chorus]
Oh, don't stop, don't stop
What you're doing to me
It won't stop, won't stop
'Cause I'm hooked on you
Don't stop, don't stop mmhmm
I think you should know, you should know, you should know

[Chorus]
Every star up in the sky
Every note from low to high
All the money in the world
I love ya that much, I love ya that much
Every pebble on the beach
Every song that ever sing
All the diamonds in the world
I love ya that much, I love ya that much
[Verse 2]
It's just the little things
The way you smile the way you kiss my cheek (And ya know)
And when you're standing next to me
I find it hard to breathe
Can't get you out my head, out my head, out my head

[Pre-Chorus]
Oh, don't stop, don't stop
What you're doing to me
It won't stop, won't stop
'Cause I'm hooked on you
Don't stop, don't stop, mmm
I think you should know, you should know, you should know

[Chorus]
Every star up in the sky
Every note from low to high
All the money in the world
I love ya that much, I love ya that much
Every pebble on the beach
Every song that ever sing
All the diamonds in the world
I love ya that much, I love ya that much

[Bridge]
Oh-oh, I said I love you
I love you that much
Oh, I love ya that much
[Chorus]
Every star up in the sky
Every note from low to high
All the money in the world
I love ya that much, I love ya that much
Every pebble on the beach
Every song that ever sing
All the diamonds in the world
I love ya that much, I love ya that much",795153,en,en,en
Wanderlust,pop,KimoKal,2019,167,{},"For a while, I wasn’t I
And for a while I’m breathing lust, I’m breathing lust
There was a time, I’m breaking hearts
Till that one time I got mine broken

Are you here to be happy, baby?
For you or for me maybe, baby?
Like cyanide kills you from inside
I’d rather be free maybe, baby?

For some time, I realize
And for somehow I should have known, I should have known
That day will come, that day will come
Fed up with all your promises and I am done",4463638,en,en,en
Give Peace a Chance,pop,John Lennon & Yoko Ono,1969,3143,"{""Plastic Ono Band""}","Give Peace A Chance
John Lennon And The Plastic Ono Band

Two, one two three four
Ev'rybody's talking about
Bagism, Shagism, Dragism, Madism, Ragism, Tagism
This-ism, that-ism, is-m, is-m, is-m

All we are saying is give peace a chance
All we are saying is give peace a chance

C'mon
Ev'rybody's talking about Ministers
Sinisters, Banisters and canisters
Bishops and Fishops and Rabbis and Pop eyes
And bye bye, bye byes

All we are saying is give peace a chance
All we are saying is give peace a chance

Let me tell you now
Ev'rybody's talking about
Revolution, evolution, masturbation
Flagellation, regulation, integrations
Meditations, United Nations
Congratulations
Ev'rybody's talking about
John and Yoko, Timmy Leary, Rosemary
Tommy Smothers, Bobby Dylan, Tommy Cooper
Derek Taylor, Norman Mailer
Alan Ginsberg, Hare Krishna
Hare, Hare Krishna",1311429,en,en,en
Election,pop,Eskimo Joe,2001,14,{},"If you want to get elected
Get yourself represented
If you want to get selected
We can show you how to get that

If you want to get elected
Get yourself represented
If you want to get selected
We can show you where to get that

If you want to get elected
Get yourself represented
If you want to get selected
We can show you where to get that",1477502,en,en,en
One Step At A Time,pop,Harem Scarem,2015,29,{},"I'm holding on to the best thing that I ever heard
Remembering those moments when I felt so sad
I would cry in the night time
All alone in desperate fear
It just a longing that I have
For you to be near
Just keep in mind
I can't live without your love
If you would be so kind
To keep me around
Now I'm living my life just the way you want me
Not to be unkind
But I'm taking your love one step at a time",1279696,en,en,en
Butterflies,pop,Fabulous girls,2015,708,{},"Your My best friend my baby
There's no doubts or maybes
Your My best friend my baby
There's no doubts or maybes
You give me Butterflies
You make me feel like I can fly
You got my head in the clouds, you lift me off the ground
And I dont want to come down
X2
I can't help a smile when i see you
My heart beats so fast when i'm around you
I can't control what i feel inside, you give me butterflies
Put me on cloud 9
Your the one that really understands me, i can be who i am (You'll never try to change me)
Even when it rains and I'm goin through things your allways there and you never complain
You give me Butterflies
You make me feel like I can fly
You got my head in the clouds, you lift me off the ground
And I dont want to come down
X2
You're my beautiful butterfly, like a rainbow in the sky
You gave me wing now I can fly,Told me Never let life pass you by
Anytime I'm sad you make me laugh
Even when Im down you lift me up
Even when i cry you make me smile
You turn my bad days all around
You give me Butterflies
You make me feel like I can fly
You got my head in the clouds, you lift me off the ground
And I dont want to come down
X2
You spread my wings, like a butterfly, you make me wanna sing,feel like i can fly, you make me feel,like I'm your butterfly, it's just you and me,High up in the sky
X2
Your My best friend my baby
There's no doubts or maybes
X4
You give me Butterflies
You make me feel like I can fly
You got my head in the clouds, you lift me off the ground
And I dont want to come down
X2",2046206,en,en,en
Failure to Operate,pop,Evergreen Terrace,2009,113,{},"You can't escape the night that we've thrown you to
Pulling no shadows, you're cast into the
Unknown with shame of ever knowing you
Pain will be an infinity

Now every bit of your hands turn grey
Shaking life away, bring a loathsome touch
Your motives clear, your screaming lungs
I hope you hate the feeling of being a victim

With every word you say I can't find the reasons, reasons
We fail to operate
I can't find the reasons for you
With every passing day I can't find the reasons, reasons
We fail to operate
I can't find the reasons for you now

Your screams will last for hours
It’s now the only thing that I hear
Your words will burn like paper
They'll turn to ash and resonate within
Burn down into
A black hole should be your fate

With every word you say I can't find the reasons, reasons
We fail to operate
I can't find the reasons for you
With every passing day I can't find the reasons, reasons
We fail to operate
I can't find the reasons for you now

Can't find the reasons for you now",1760878,en,en,en
Monumental Part I,pop,Hundredth,2011,328,{},"(includes an original audio sample of C.S. Lewis giving a broadcasted sermon)

""Give up yourself and you will find your real self. Lose your life and you will save it."" x2

""Even in literature or art no man who cares about originality will ever be original. It's the man who's only thinking about doing a good job or telling the truth who becomes really original, but doesn't notice it. Even in social life, you never make a good impression on other people until you stop thinking what sort of impression you make. That principle runs all through life from the top to the bottom. Give up yourself and you will find your real self. Lose your life and you will save it. Submit to death, submit with every fiber of your being and you will find eternal life."" - C.S. Lewis

It's monumental for us to rise to the surface, just to breathe in some reality
We've been drowning in uncertainty

""Give up yourself and you will find your real self. Lose your life and you will save it.""",1425656,en,en,en
Bloodlip,pop,Matduke,2012,1575,{Veela},"[Intro]
Our boots hit the ground and they scatter away
They fall all around like they've made a mistake
And what have we done to keep up the charade?
Can never go home, we're all one and the same
We get off our horses of metal and shame
Step over the masses who whisper our name
Restrain all our voices and swallow the pain
Deadly and gorgeous, we're coming through
We're comin' for you

[Verse 1]
I'm Penn, you might think I'm sweet
I've got a secret so cold and hard to keep
Nobody knows where to find my family
They've gone missing, it's because of me
And like Ace, I have nowhere to sleep
So we roam on the road with the other three
Feeling old and alone though we're young and free
Nowhere to go and no home cause they're scared of me
Listen, Miss Vixen
To your cold heart knockin', it's your heart blockin' and
Scarlett, you're fixin'
All the holes where life should be, what do your eyes see?
[Chorus]
True, we are vicious
Though we never intended to be malicious
True, we're all in this
Ban out the boring and repetitious
Yes, we're suspicious
So we leave no trace when our job is finished
We are listless, as we tear away

[Verse 2]
Heavy gets the leather
The blurs of cities
Together we've fought wars in our heads
So many more
Our real casualties
Bring us at ease
Just another way to go
None of us have any goals
No need to be wealthy or recover our time
'Cause Bloodlip flies
In their own skies

[Chorus]
True, we are vicious
Though we never intended to be malicious
True, we're all in this
Ban out the boring and repetitious
Yes, we're suspicious
So we leave no trace when our job is finished
We are listless, as we tear away
[Outro]
Our boots hit the ground and they scatter away
They fall all around like they've made a mistake
And what have we done to keep up the charade?
Can never go home, we're all one and the same
We get off our horses of metal and shame
Step over the masses who whisper our name
Restrain all our voices and swallow the pain
Deadly and gorgeous, we're coming through
We're comin' for you",2184647,en,en,en
Only One Shoe,pop,Carrie Newcomer,1994,122,{},"Sometimes I just give up trying
It seems like a lifetime
That I've been fighting
It was hard enough
Just getting out of bed today
I'd call someone but what on earth
Would I even say

Here in this airless space
No one to plead your pitiful case
Some call this thing the soul of sadness
Self-indulgence or a brilliant madness
All I know is I dying for air

Swimming just below the waves
I can see the sky
Looking darkly through the haze
The moon is drifting by
Then someone cuts the anchor
And slowly up I rise
An unwelcome guest in your home
That comes to stay and never wants goes
Not some much shadow but visitation
A haunting foreign movie with no translation

There's buzzing white noise in my head
Then sometimes so silent I'm almost dead
One true thing I hold to dear and fast
Is a voice that whispers
""Darlin' this too will pass""
Even when I'm dying for air

Swimming just below the waves
I can see the sky
Looking darkly through the haze
The moon is drifting by
Then someone cuts the anchor
And slowly up I rise

This is just a picture not complaint
Making full sentences
Has never been my strength
Some call this thing the soul of sadness
Self-indulgence or a brilliant madness
All I know is I'm dying for air
All I know is I'm dying for air",886271,en,en,en
Irrelevant,pop,Abby Diamond,2018,1240,{},"[Verse 1]
Thinkin' about ya
Playing your games with me
Running around and
Showing your tattoos
And no lie, no lie, I know that
When you're sittin' with me

[Verse 2]
Hey, hoppin' around and
Speaking about the ways that you've been getting it on and
Hoping there's no lies, no lie, tonight
When you're laying there showing me everything
Hey

[Chorus]
Lately, I've been feeling a bit irrelevant
Lately, I've been feeling a bit irrelevant
Lately, I've been feeling a bit irrelevant
So good, so good, so good
Lately, I've been feeling a bit irrelevant
Lately, I've been feeling a bit irrelevant
Lately, I've been feeling a bit irrelevant
So good, so good, so good
[Chorus]
Lately, I've been feeling a bit irrelevant
Lately, I've been feeling a bit irrelevant
Lately, I've been feeling a bit irrelevant
So good, so good, so good
Lately, I've been feeling a bit irrelevant
Lately, I've been feeling a bit irrelevant
Lately, I've been feeling a bit irrelevant
So good, so good, so good",4009359,en,en,en
Sad Nights,pop,Blue Rodeo,2000,214,{},"[Verse 1]
Walked you to the corner
Stood beside the bus
And tears rolled down our faces
As the driver stared at us
Typical summer
That time of year
When you go back to Toronto
And I stay here
And I miss the way you wake up
And the way you sigh
And I miss the way you turn your head away when you cry
I don't think this time will fly

[Chorus]
Here comes sad nights again
Here comes
Sad nights again

[Verse 2]
Around about midnight
When it's still too hot to think
We'll go back down to the neighbourhood
And get ourselves a drink
Every day working
Not getting far
No, this town ain't much for starting off
It's only made for stars
And later when I'm walking underneath the starless sky
There's a couple in a doorway
And I think I hear them cry
But they turn their heads
When I go by
[Chorus]
Here comes sad nights again
Here comes
Sad nights again

[Verse 3]
Last days of summer
San Janelle feast
There's music hanging in the air
And dancing in the streets
People line the corners
And they stand beside the fires
And I'm watching from my window
As the sparks go by
And somewhere there's a gunshot
People scatter everywhere
And it happens every day
So there's still laughter in the air
And as I lay down
I wish you were here

[Chorus]
And here comes sad nights again
Here comes
Sad nights again
Here comes sad nights again",1776785,en,en,en
Why? Live,pop,Helena Paparizou,2006,120,{},"[Spoken:] Vsichko, vsichko iskam da zabravya I da se vurna pak
Pri vsichko veche izgubeno, da se vurna pri teb
(Translation: Everything, I want to forget everything
And to come back again, to come back to everything I've already lost
To come back to you.)

I hate to feel like I do, feeling confused because of you
Something is standing in my way, I can't say what I need to say

I really try to forget you, but it's my heart which won't let me to
I'm thinking of your words, you don't know how much it hurts

Why...
Are you only thinking of yourself?
Why...
Inside I'm screaming for help
Why...
Do I have to feel this way?
Why...
Did you take my love away?
You keep tearing me apart, like you don't have a heart
Our love disappeared, my soul can not fall in this

I want to be with you night and day
But you keep on run away, love is a pain
It comes and goes just like rain...

Why...
Are you only thinking of yourself?
Why...
Inside I'm screaming for help
Why...
Do I have to feel this way?
Why...
Did you take my love away?

[Spoken:] Vsichko, vsichko iskam da zabravya I da se vurna pak
Pri vsichko veche izgubeno, da se vurna pri teb
Vsichko, vsichko moga da zabravya, no ne I teb
(Translation: Everything, I want to forget everything
And to come back again, to come back to everything I've already lost
To come back to you
Everything, I could forget everything, but not you.)

Why...
Are you only thinking of yourself?
Why...
Inside I'm screaming for help
Why...
Do I have to feel this way?
Why...
Did you take my love away?
Why...
Are you only thinking of yourself?
Why...
Inside I'm screaming for help
Why...
Do I have to feel this way?
Why...
Did you take my love away?",3980729,en,en,en
Aint No Big Deal 81 And 97 Extended,pop,Madonna,1986,228,{},"[Pre-Chorus][x3]
Reach out, reach out

[Chorus 1]
It’s not a big deal to say I love you still
Call out my name, I'll be here
It’s not a big deal to say my love is real
When you reach out I'll be there

[Verse 1]
Please don't be afraid to look me in the eye
Sad time is gone, I got no tears to cry
So don't so say you don't know I'm right
When I say we'll get by

[Chorus 1]

[Verse 2]
Nobody makes me feel the way that you do
Night time's such a thrill when I spend it with you
Now ask me what is on my mind
So I can tell you true
[Chorus 2]
It’s not a big thing, uh, yeah

[Pre-Chorus][x7]

[Chorus 1]

[Verse 3]
Got love for you so strong it's making me high
Don't know what I'll do if you won't give it a try
So now's the time to make it clear
Let me show you why

[Chorus 1]

[Bridge]
Just reach out
I'll be there [x5]

[Pre-Chorus][x4]

[Chorus 2][x7]",317060,en,en,en
Mistrust,pop,Die Verbannten Kinder Evas,2006,491,{},"My thoughts are wingd'd with hopes, my hopes with love
Mount love under the moons's night... the moon in clearest night
And say as she doth in the heavens move
In earth so wanes my delight, so wanes and waxeth delight
And you-u my thoughts, that my mistrust do carry
If for mistrust my mistress do you blame
Say though you alter, yet you do not vary
As she doth change and yet remain the same
If she for this, with clouds do mask her eyes
And make the heavens dark with her disdain
With windy sights, disperse them in the skies
Or with thy tears dissolve them into rain",1147442,en,en,en
Join Us And Die,pop,Team StarKid,2018,33016,"{""Jaime Lyn Beatty"",""Jeff Blim""}","[CHARLOTTE, spoken]
It is time

(sung)
To die!

Sorry to interrupt
But we got bones to pluck
The time for chaos is long past overdue
Death isn't optional
In fact it’s optimal
Your time is up
And now we go through you

We tried to convince you
In soliloquy
But now we'll kill you
With more than harmony!
Just die

[CHARLOTTE & SAM]
Join us and die
Join us and die
Join us and die
All you gotta do is
Join us and die
Join us and die
Join us and die
All you gotta do is!
[CHARLOTTE]
Here's how it’s gonna go
We're gonna kick your ass
And then we're gonna

[CHARLOTTE & SAM]
Fucking kick your ass

[CHARLOTTE]
We're gonna puke all that goo
Into your mouth where your food
And all your cells will renew and be enhanced
It's a death-like process that you gotta see

[SAM]
Ahh...

[CHARLOTTE (AND SAM)]
Your own body
Is your front row seat
To die!

[CHARLOTTE & SAM]
Join us and die
Join us and die
Join us and die
All you gotta do is
Join us and die
Join us and die
Join us and die
Join us and...
Punch it!
Squeeze it!
Crush it!
Kill it!
Ride it!
Drag it!
Wind it up
Kick its nuts!
[SAM]
Here's how it's gonna go—
[GUNSHOT]",4181305,en,en,en
Dreaming,pop,Gracie Schram,2018,81,{},"I tried love, but didn't get it
It was too much, I didn’t fit it
It was all wrong

Then you fell into my life
Out of sky blue, you were the sunshine
I was craving, waiting for

I can't believe my eyes
I think I'm dreaming but I’m wide awake
Here come the butterflies
Wings on fire till I see you again
My heart's alive
Beating out of time
I can barely breathe
When your hand's in mine

I can't believe my eyes
I think I'm dreaming

It's like I've always known you
But it's been like three days
I know that I sound crazy
You have to live it to get it
Cause no one else can prepare you
For when you’re weightless, impatient
Can’t feel the ground since I met you
That's why they call it
Falling in love

I can’t believe my eyes
I think I'm dreaming but I'm wide awake
Here come the butterflies
Wings on fire till I see you again
My heart's alive
Beating out of time
I can barely breathe
When your hand’s in mine

I can't believe my eyes
I think I'm dreaming

Oh oh oh oh oh oh oh oh
A love out of the movies
Oh oh oh oh oh oh oh oh
A love out of the movies
Oh oh oh oh oh oh oh oh oh

I can't believe my eyes
I think I'm dreaming
Here come the butterflies
Oh oh oh
I can't believe my eyes
I think I'm dreaming but I'm wide awake
Here come the butterflies
Wings on fire till I see you again
My heart's alive
Beating out of time
I can barely breathe
When your hand's in mine

I can't believe my eyes
I think I'm dreaming",4409525,en,en,en
Alex Young  Lontalius - Maybe Your Smile Will,pop,Lontalius,2018,948,"{""Alex Young""}","My head still spins when i think of her
You told me that these things would come to an end
I dreamt of a girl who would pull me out

My head still spins when i think of him
You told me that these things would come to an end
I dreamt of a boy who would pull me out

Maybe your smile will lead me back in
X9

I was in the dark for a long, long time
Then your voice helped show me the light
The things we would do, the words you would say
Where'd the time go? We drifted away from it all
I see you standing right there, yeah, but i know you're gone
I just wanna let you know, i was feeling dragged down by the undertow
And this ice in my blood won't flow no more and i thought i was special, but i wasn't, i know that now
I see you standing right there, yeah
Maybe your smile will lead me back through that door
Maybe your smile will lead me back in
Maybe your smile will lead me back in
Maybe your smile will lead me back in
Maybe your smile will lead me back through that door",3829585,en,en,en
Revenge Will Have Its Day,pop,Blood on the Dance Floor,2013,345,{},"[Verse 1: Dahvie Vanity & JayyVon]
I smell revenge
My dear old friend
I will not stop
'Til' my conscious is cleansed
Revenge will have it's day

[Verse 2: JayyVon]
I'll eliminate
And vindicate
All this bullshit
That they have made
Revenge will have it's day

[Verse 3: Dahvie Vanity & JayyVon]
I'm cold like ice
I'll kill you twice
You fucked my dreams
And you destroyed my life
Revenge will have it's day
[Verse 4: JayyVon]
The final cut
Rip out your guts
I taste your blood
I can't get enough
Revenge will have it's day

[Pre-Chorus: Dahvie Vanity]
Do you find me
So sadistic
At my most
Masochistic?
When everything
I have it taken
Sweet revenge
Will be awakened

[Chorus: JayyVon & Dahvie Vanity]
What do you do
When the world
Turns it's back on you?
You turn your back on it all
Injustice, you will fall
What do you do
When the world
Turns it's back on you?
And leaves you here to die?
It's time to make them cry
Woah-woah-oh
Oh, oh, yeah
""You better watch it""
You say
Revenge will have it's day
Woah-woah-oh
Oh oh yeah
""You better watch it""
You say
Revenge will have it's day
[Verse 5: JayyVon]
Mind my words
I did my time
Hear me scream
And now you'll see
Revenge will have it's day

[Verse 6: Dahvie Vanity & JayyVon]
I'll bury deep
With your heart
At your side
So say goodnight
Revenge will have it's day

[Verse 7: JayyVon]
Quick and painless
Slow and deadly
And I believe
Your fate is me
Revenge will have it's day

[Verse 7: Dahvie Vanity & JayyVon]
Lights, camera
Murder baby
Your heart stops
Now I go crazy
Revenge will have it's day
[Pre-Chorus: JayyVon]
Do you find me
So sadistic
At my most
Masochistic?
When everything
I have it taken
Sweet revenge
Will be awakened

[Chorus: JayyVon & Dahvie Vanity, both]
What do you do
When the world
Turns it's back on you?
You turn your back on it all (What do you do)
Injustice, you will fall
What do you do
When the world
Turns it's back on you?
And leaves you here to die?
It's time to make them cry
Woah-woah-oh
Oh, oh, yeah
""You better watch it""
You say
Revenge will have it's day
Woah-woah-oh
Oh, oh, yeah
""You better watch it""
You say
Revenge will have it's day

[Bridge: Dahvie Vanity & JayyVon]
No words left to be spoken
Is better left unsaid
How does it feel to be alive
When they left you for dead?
I will have my vengeance soon
I will leave you seeing red
Everything falls in place
Once I have your head
No words left to be spoken
Is better left unsaid
How does it feel to be alive
When they left you for dead?
I will have my vengeance soon
I will leave you seeing red
Everything falls in place
Once I have your head

[Chorus: JayyVon & Dahvie Vanity, both]
What do you do (What do you do)
When the world
Turns it's back on you?
You turn your back on it all
Injustice, you will fall
What do you do
When the world
Turns it's back on you?
And leaves you here to die?
It's time to make them cry
Woah-woah-oh
Oh, oh, yeah
""You better watch it""
You say
Revenge will have it's day
Woah-woah-oh
Oh, oh, yeah
""You better watch it""
You say
Revenge will have it's day",829337,en,en,en
Tender,pop,Black Tie Dynasty,2006,178,{},"There is a light switch
In the dark
Where a conscience
Can't be won

And you know that
The simplist things
Their so perfectly placed
And i can tell you now
That i can reach you everynight

Because i got a tender face
In my mind
Oh i got a tender face
In my mind

Have never age
And i have faith that this
Will never change
Cause i know that
When i touch you i feel
Something pushing my blood
Deeper into my heart
And i can tell you now
That you will never be alone
You know i gotta tender face
In my mind
Oh i've got a tender face in my mind

Oh i got a tender face
In my mind
Oh ive got a tender face
In my mind
Oh ive got a tender face
Oh i've got a tender face",770624,en,en,en
Kiss Me Here,pop,SIRSY (American band),2002,142,{},"Kiss me here
‘Cause I’ve got the dirt
On you my dear
It’s your turn to hurt
So kiss me here
I’m gonna make you pay
Kiss me here
‘Cause I’m so resilient
And it’s clear
You’re not too brilliant
Kiss me here
Go on and make my day
Revenge so sweet
Get on your knees
Beg and say please
Pucker up sleaze
Kiss me here
‘Cause you dished it out
So take it dear
Swallow it down and
Kiss me here
You’re so pathetically lame
Kiss me here
‘Cause I know whose under
Your veneer
And I’ve blown your cover
Kiss me here
Come on, have you no shame
Revenge so sweet
Get on your knees
Beg and say please
Pucker up sleaze
Kiss me here
Below the belt
Where you hit dear
'Cause I’m gonna tell
So kiss me here
I’m not afraid to say
You know that I can
You know that I
Revenge so sweet
Get on your knees
Beg and say please
Pucker up sleaze",1178860,en,en,en
KINGFISHER GIRL The Song of“Wish You Were Here”,pop, (Maaya Sakamoto),2003,129,"{""坂本真綾 (Maaya Sakamoto)""}","This is the song of a kingfisher girl
Who sits by the side of the River of Life
And flies in her mind over seven sad seas
Fiery her wings as so brightly she sings

Songs that are sweetened by one million moons
Songs that are mystic, exotically tuned
--Songs that I sing to you

Sing, sing, sing out this song
Let it be heard all over the world

Cry, cry, cry silver tears
This is the song of ""Wish You Were Here""

This is the song of a kingfisher girl
Who dives in the waters of love's diamond depths
Who catches the fish that swim all through her blood
Sensually shining to taste on the tongue

The taste of dark honey that drips from the sun
The taste on these lips where all spices are spun
--Ever, eternally... on...
Sing, sing, sing out this song
Let it be heard all over the world

Cry, cry, cry silver tears
This is the song of ""Wish You Were Here""

Fly, fly, coated in fire
Kingfisher girl, lone star of the sky

Dive, dive, dive into time
A moment alive where we'll never die

Cry, cry, cry silver tears
This is the song of ""Wish You Were Here""
Credits",5695674,en,en,en
Pointless,pop,Beach Bummer,2020,9,{},"This past year has been so bad
The good kinda outweighs the bad
And some days just feel like crap
Especially when no one has your back

Is it all just a game?
If so what's the aim?
Someone watches as you cry
What's the point if we'll die?

This past year has been so bad
I blame heartbreak and loss for that
And all days just feel like crap
Especially when no one has your back

Is it all just a game?
If so what's the aim?
Someone watches as you cry
What's the point if we'll die?

Is it all just so pointless?
Is there a reason for me?
Is it all just so pointless?
Is there a reason for anything?",5451852,en,en,en
Stand Paralyzed,pop,Calla,2007,64,{},"All I said:
""I'm not easily led
But I will praise you
I will praise you.""

If I could stand beside myself
Well, I could walk with someone else;
Like you
Like you

If you could see through my eyes
You'd see why I stand paralyzed
By you

All I said:
(by you)
""I'm not easily led
And I will praise you.""",764026,en,en,en
Soul Dancing,pop,Michelle Martinez,2017,30,{},"There's a yearning that leaves me torn
Between yesterday and moving on
It's a waltz between the dark and light
It's where I am tonight

I'm soul dancing with honest memories
The good, the bad, the ups and downs I've seen
I'm soul dancing, with both my hopes and fears
Letting one and then the other lead
They dance with me

There's no sadness, there's no regrets
And I'm thankful for
All the love I've been so blessed
I know but I, I look back from time to time
And I'm looking back, tonight

I'm soul dancing with honest memories
The good, the bad, the ups and downs I've seen
I'm soul dancing, with both my hopes and fears
Letting one and then the other lead
They dance with me
In this ballet, marching my way
To the beat of my own drum
It's ok, I'll embrace who I've been and will become
I'm dreaming, I'm healing, I'm learning all I can
I'm dancing with these things that make me who I am

I'm soul dancing with honest memories
The good, the bad, the ups and downs I've seen

Yes I'm soul dancing, with both my hopes and fears
Letting one and then the other lead

I'm soul dancing (I'm dreamin')
With honest memories (I'm dreamin')
The good, the bad the ups and downs I've seen (Oh, Uh Oh)

My hopes and fears, they dance with me",5648382,en,en,en
The Cloak,pop,Heir Apparent,1986,64,{},"The black night is the cloak I wear
I'm a nightmare borne on wings
A dark image of boundless fear
On the street I'm King of Kings

A pale specter of shattered hopes
I'm a symphony of lies
A vague shadow, a nameless pair of eyes...

A stained picture of broken dreams
I'm a twisted demons' rage
A cold whisper, a silent scream
I'm a panther left uncaged

The dim glow of the haunting moon
I'm your deepest fears unveiled
The wind mocking your every step
I'm a dagger cast in steel

The black night is the cloak I wear
I'm a serpent's icy gaze
A grim chorus, a siren's suite
I'm the misty twilight haze
The chill stabbing the midnight air
I'm a frenzied banshee cry
A blind evil, a mindless beast
I'm the fate you can't defy",895328,en,en,en
Long Gone,pop,Tinashe,2021,60,{},"Lyrics from Snippet

I need somebody who's proud of this, oh, yeah
He said he love me, but he can't commit, is it okay? (Okay)
Okay (Okay), okay",7082251,en,en,en
Cliché,pop,Jeremy Grace,2020,1,{},"[Chorus]
I'm just looking for some love today
But you act like you don't fuck with me
Got a little Gucci
So you're acting like a hoochie
And shaking your little cuchie
Man, I'm feeling insecure
I know, what you're thinkin' bout
All about
You want to come to my house
So let's go boo
[Verse 1]
I know when you see me
You don't see six-foot
Don't see dreamy
But I got the moves to make you steamy
Especially when I put you in that new bikini
Like oooh, damn
All those other bitches out the way
Could I got a perfect little place for you to stay at
Don't look back
I know you're tripping out because your head feel outta wack
Like what am I thinking
Only act this way when I'm drinking
And avoid sleeping with these Ricans
But it's happening as we're speaking
Well shit, um yeah
What the hells a fucker supposed to say to that
Making your mans, look like a fuckboi starter pack
Trying to brand me as an asshole
Well
You're not entirely wrong
In this entirely drawn-out scenario
Coming out your stereo
Stereotyping me as the type to want to marry hoes
More inclined to bury hoes
Than bury any ratchets
No matter if we use a condom
Bitch ain't trynna catch it
Oh, You're catching feelings
That's alright, there's ways of dealing
With the underlined, appealingness of me (Ha)
If you're trynna dance
That's alright, I've got no plans
Just so long as I can keep you company
[Chorus]
I'm just looking for some love today
But you act like you don't fuck with me
Got a little Gucci
So you're acting like a hoochie
And shaking your little cuchie
Man, I'm feeling insecure
I know, what you're thinkin' bout
All about
You want to come to my house
So let's go boo
[Outro]
I'm just looking for some love today
But you act like you don't fuck with me
Got a little Gucci
So you're acting like a hoochie
And shaking your little cuchie
Man, I'm feeling insecure
I know, what you're thinkin' bout
All about
You want to come to my house
So let's go boo",7277225,en,en,en
