title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Altered Beast I,rock,King Gizzard & The Lizard Wizard,2017,30988,{},"[Refrain 1]
I think I see
An altered beast by the tree, oh

[Verse 1]
Take a peek
If you would dare
Half made of man
Half of bear

[Chorus]
He came from underneath
I met an altered beast

[Refrain 2]
I think I see
An altered beast by the creek, oh

[Verse 2]
Altered face
And altered skin
Altered horde
Of altered kin
[Chorus]
He came from underneath
I met an altered beast

[Refrain 3]
I think I see
An altered beast in my dreams

[Narrator]
In a dream, you can wake in your bed without pain
But know with conviction, it's here you'll remain

[Chorus]
I met an altered beast

[Narrator]
With an unsteady gait, the critter moves forth
Feel his rhythm as he tramples the earth
And you stare at his figure, stupefied in dread
As his gaze locks to yours and bores into your head
And the pulse is so loud on the inside of your brain
And you find that your feet are stuck to the terrain
Closer he comes, making dust out of stone
Forsaken you are, and what's more, all alone

[Refrain 1]
I think I see
An altered beast by the tree, oh
[Chorus]
I met an altered beast",3051368,en,en,en
M.S. Bismarck,rock,Asphyx,1992,1008,{},"Her name it means power
Her silhouette brings fear
No mercy for the dreadnaught
When the sight at sea is clear
She's defying every danger
Through mist, ice and snow
Dominates the oceans
And its depths below

She spreads terror and death
When her cannons spit lead
She the ruler at sea
Gladiator of steel

In a dark and misty night
She went for open sea
Slipping through the allied maze
Whose radar couldn't see
Now the deadly game begun
With the home flee on her tail
And in the demonstration
She sank the hood and the Prince of Wales
Steaming on with dignity
Continuing her mission
Enjoying every victory
Reloading the cannons

Solem iron majesty
Goddess of destruction
With her banners high
To the last confrontation

Seventy-one torpedos
Couldn't sank the battleship
The Bismarck become rudderless
Because of one lucky hit

She was to proud to bow
Sunken by her own crew
Now the glory lives on
Gladiator of steel",856090,en,en,en
The Waves,rock,Bjrn Riis,2017,973,"{""Bjørn Riis""}","I've been down for too long
I almost drowned
There was darkness all around
And it pulled me down to the deep

Didn’t know what I was searching for
What I found
But now it's all in front of me

And I try to reach out to you
Helpless and bad
I can see the faces on the shore
They're a million miles away

And I held on as tightly as I could
I fall through [???]
But these waves keep on hitting me
They drag me down

And I try to breathe I try to scream
But I’m too far, too far down
I'm floating on these waves
They'll take me home
There's darkness all around
Down below

I'm hallucinating now
It's getting cold
A sudden gasp of air
And now I let go",4548783,en,en,en
Mile Away,rock,Allison Crutchfield,2017,933,{},"You walk up to me, contentious
And permit me to finish talking
I'm distracted by your presence
You scream over every sentence
You were standing too close

The upper hand in your apartment
Supremacy in a leaking faucet
Sadness botches your intentions
And your prized radical opinions
You assume you understand because your voice is the loudest
While you borrow our reality, you just can't help it

The worst part is that you don't get it
I'm not afraid of you just because I act interested
Self-congratulatory mess
Yeah, you keep sleeping good at night
'Cause you're inherently right

Understand why she avoids you
You're acquaintances on a loaded train
You were spared rejection and it's a dangerous thing
So you wake up confident every single day
You retire your own decency, you exonerate
And you're blaring Nebraska while she tortures you from a mile away, mile away",2961762,en,en,en
Ode To Rose,rock,CODA FACTO,2021,8,"{""Alexander John DeRoo"",""Jon Joseph Harley"",""Joel McCabe""}","[Verse One]
I’ll go all the way to Union for our weekly reunion
A few miles down the road to her door is the way I know
I find it hard to fathom how she looks like Rachel McAdams
There is no Gosling here. We can kiss and disappear
Fourth floor elevator; trust earned is our insulator
When you get cold, I will hold you close

[Pre-Chorus]
Can I grow a single rose? Another life we could have known;
But, there she goes

[Chorus]
I will see you down the road

[Verse Two]
In a big city, from a little town, it’s clear to me. We’re upside down
I failed to take it slow. What’s lеft is to let it go
I know I broke your trust. Fancy words are not еnough
I’m sorry for my folly. Will we make up?
A penguin or a little duck; trust, I’m the bird who fucked it up
I love this woman’s touch. When she smiles, it makes me rush
[Pre-Chorus]
A single rose remains alone. Yeah, there she goes

[Chorus]
I will see you down the road
I will see you down the road
I will see you down the road
I will see you down the road
I will see you down the road

[Outro]
I find it hard to fathom how she looks like Rachel McAdams
There is no Gosling here. We kissed, then she disappeared",7310849,en,en,en
Hampden Cabs,rock,The Dunts,2017,529,{},"[Verse 1]
You sit, and talk away
But I am quite sure that I heard you say
Yes I’m sure, I heard you say
Every single thing that you will say today

[Chorus]
I’m in the taxi, and I wanna leave
You talk too much, no time to breathe
Drop me off, anywhere here will do
I’m sorry friend, but I’m bored of you

[Verse 2]
I’ve heard this twice
The first time was good, second’s not nice
I swear, I’ve heard this twice
Stop repeating, that’s my advice

[Chorus]
I’m in the taxi, and I wanna leave
You talk too much, no time to breathe
Drop me off, anywhere here will do
I’m sorry friend, but I’m bored of you
[Chorus]
I’m in the taxi, and I wanna leave
You talk too much, no time to breathe
Drop me off, anywhere here will do
I’m sorry friend, but I’m bored of you",3412852,en,en,en
Faded Memory,rock,Skarlett Riot,2013,9,{},"All the days that we spent
All the times that had passed
All the hours that we missed
The days went into one

Lost all sense of my life
Can't seem to find my way back in the line
Is this the end of time?

As I face the end
I have no hope
I scream out loud
Can you hear me?

A faded memory
Tell you what to mean
A shadow of the past
Such a shame
We're never far from home and it'll never last
Such a tragedy
As you'rе nothing without me
Summer's gone and nights roll past
A fadеd memory
As I look back
Well after all this time
[?] spark a fire
As I sit and wonder how
And wonder why
At how I kept this fire
For far too long
Well now I can't live
Now you're gone

As I face the end
You turn to dust
I scream out loud
Can you hear me?

A faded memory
Tell you what to mean
A shadow of the past
Such a shame
We're never far from home and it'll never last
Such a tragedy
As you're nothing without me
Summer's gone and nights roll past
A faded memory

A faded memory
A faded memory
As I face the end
I have no hope
I scream out loud
Can you hear me?

As I watch him burn
You turn to dust
I scream out loud
Can you hear me?

A faded memory
Tell you want to mean
A shadow of the past
Such a shame
You're never far from home and it'll never last
Such a tragedy
As you're nothing without me
Summer's gone and nights roll past
A faded memory",6796292,en,en,en
They Were Wrong,rock,The Dogs (Norway),2016,71,{},"Got no time
For you
Got too much stuff left
To do
With 2 dead bodies stashed in the trunk
On my way to the river to have them sunk
(Got no time)
For you

They told me I would never
Get any shit done on my own
They were wrong
So wrong

Won’t you please
Shut up
The first. Time I. Told you
Was enough
These 2 dead bodies won’t bury themselves
If you can’t fucking take it, I’ll find someone else
So please
Shut up
They told me I would never
Get any shit done on my own
They were

(Wrong)
I had 2 lousy parents, now I have none
(Wrong)
So I ain’t got nothing but it feels like I’ve won
(Wrong)
A less angry child might have saved one
(Wrong)
That’s what you get for not believing in your only son

(Humanity)
Us against us
I was ripened to early
Killed by frost
I only took their tense to the next level
Everyone’s evil, but I’m not the devil
It’s just humanity
Us against us

They told me I would never
Get any shit done on my own
They were
(Wrong)
I had 2 lousy parents, now I have none
(Wrong)
So I ain’t got nothing but it feels like I’ve won
(Wrong)
A less angry child might have saved one
(Wrong)
That’s what you get for not believing in your only son",3512909,en,en,en
Rise With the Fallen Ones,rock,Cerberus (Band),2019,113,{},"[Verse 1]
So you thought you got me kneeling like the ones before
But there ain't nothing holding me
You motherfucker, I think you'd better run
You hear the anger? Hear the pain?
They're calling out your name
You're on your own, we're growing strong
But let me tell you, we're one for all
You hear us?

[Pre-Chorus]
You're next in line, face your fate and say goodbye (Hey)
Your time to die, you can run but you can't hide (Hey)

[Chorus]
And now we're cutting deep into the wound that bleeds
'Cause we are anarchy, that's what will set us free
You'll never kill our kind, we're always up to fight
And when the time is right, rise with the fallen ones

[Verse 2]
We are tired of what you've been preaching long ago
'Cause there ain't nothing changing here
You motherfucker, I think you've better blow
(You hear me?)
You see your people starve to death
While you are dining the finest steaks
You hide behind your throne of gold
Let me tell you, we'll break that wall
You hear us?
[Pre-Chorus]
You're next in line, face your fate and say goodbye (Hey)
Your time to die, you can run but you can't hide (Hey)

[Chorus]
And now we're cutting deep into the wound that bleeds
'Cause we are anarchy, that's what will set us free
You'll never kill our kind, we're always up to fight
And when the time is right, rise with the fallen ones

[Bridge]
You're next in line, face your fate and say goodbye
Your time to die, you can run but you can't hide

[Guitar solo]

[Chorus]
And now we're cutting deep into the wound that bleeds
'Cause we are anarchy, that's what will set us free
And now we're cutting deep into the wound that bleeds
'Cause we are anarchy, that's what will set us free
You'll never kill our kind, we're always up to fight
And when the time is right, rise with the fallen ones
Rise with the fallen ones
Rise with the fallen ones",4694880,en,en,en
Tempo,rock,Ray Charles,2000,32,"{""Steve Burns"",""Traci Paige Johnson""}","Boom, shhh, boom, shhh
Boom, shhh, boom-boom, boom
Yeah, your tempo might be slow
Take your time as you go
Like a train that's a-leaving from the station
Or it might speed up
A little at a time, now the train's going fast
Chug-chug-chuggin' down the line
There's a ton of choices
You gotta know, it's about fast and slow
When it comes to tempo
Boom, shhh, boom, shhh
Boom, shhh, boom-boom-boom, shhh
Boom!",4236572,en,en,en
Placeholder,rock,Secondsun,2020,1,{},"Drift away into the sea of emotional greed, turn the tables, make you the only thing that I see
Fuck around for a while then you pull the rug, laugh it off cuz it was all just a bit of fun
Placeholder
Was it all worth it? Do you feel fulfilled?
Cuz I need a reality check, don't need your fucking sympathy
I'm not your fucking crutch",7834976,en,en,en
Frolic Room,rock,311,2006,856,{},"There’s a gravity in me pulling me to want to see
What is going on tonight beneath the electric starlight
I like to mix with walks of life who live life on the other side
Pulling muscles from their shell a place to some that looks like hell

Oh, the classic song that the jukebox is on has me movin’
Oh, the faces here make it so surreal
Oh, in the company of pretty girls and near vagrants
One drink away from sleeping on the pavement
I’m not quite sure what I find so appealing
About the happy hour stealing

A party after party ‘til it started to get grating
Another and another what are we celebrating
There’s always something not to miss
Diving back in the abyss
And it gets so very stale
But tomorrow’s a new tale

In the Frolic Room
The seat I assume
And I’m drawn to the night
And it’s damn neon light
Where are we meeting up at?
Let me guess bet I know
Does it have a sign in the window
Ice cold six packs to go
Sleep it off if you have to
There’s a booth always in shadow
The reality is all around you
It’s the best reality show

Oh, in the company of the privileged and the nearly damned
Mixing like a cocktail of pure spirits slammed
In the danger zone is where you’ll find me
In a certain dive so inviting

Chorus",201083,en,en,en
Here Comes Sally,rock,Glen Burtnik,1987,104,{},"Here comes Sally now
Word is out they say you're back in town
You've been asking if I'm still around
I'm still here but I'm not buying
Save your breath, it ain't worth trying

Yeah, I've got news for you girl
Here comes Sally now
I've found someone new
Here comes Sally now
Here she comes, be cool girl
Here comes Sally now

After all this time you show up now
Here comes Sally now
Just in time to take a final bow, yeah
Here comes Sally now
Now I don't know what you intended
What we had has long since ended

Yeah, I've got news for you girl
Here comes Sally now
I've found someone new
Here comes Sally now
Here she comes, be cool girl
Here comes Sally now
And all the boys are glad to see that you're back on the street
And they're dying to know where you're gonna go
When you find out you're not going with me
Ain't you heard the news girl?",4532153,en,en,en
Blue Hazy Highs,rock,Django Django,2018,495,{},"[Verse 1]
We're gonna float
Out over the land
We’re looking down
Across the expanse

[Verse 2]
See the hills
When they fall and they run
It's all this time
It's only begun

[Pre-Chorus]
See the smoke as it winds
Soon we’ll drift out of sight
Giving up on the prize
Blue hazy highs

[Chorus]
Know how much it did rise
See it drift out of sight
Giving up on the prize
Blue hazy highs
[Verse 3]
I hear the ice
Break in the north
Passed the colors
Keeping me up

[Verse 4]
On the seas
And warm to the touch
Walking slow
We're loving it much

[Pre-Chorus]
See the smoke as it winds
Soon we'll drift out of sight
Giving up on the prize
Blue hazy highs

[Chorus]
Know how much it did rise
See it drift out of sight
Giving up on the prize
Blue hazy highs

[Verse 5]
Left high and dry
Frozen feeling and numb
Dark broken shadows move on
Head toward the hills
And we'll face it alone (Oh yeah)
Back through the darkness we'll run
[Pre-Outro]
See the smoke as it winds
Soon we'll drift out of sight
Giving up on the prize
Blue hazy highs

[Outro]
Know how much it did rise
See it drift out of sight
Giving up on the prize
Blue hazy highs",4025658,en,en,en
Memory,rock,Pat Symington,2021,2,{},"Let's make a memory
One that we won't forget
So you remember me
So that we won't forget
Take it with you
I don't mind
So you remember me
When it hits you
Close your eyes
I couldn't if I tried
Outta sight
Outta mind
I couldn't if I tried
What's it like
What's it like
I couldn't if I tried
Take what you want from me
Take what you haven't yet
And let's make a memory
One that we won't forget
Take it with you
I don't mind
So you remember me
When it hits you
Close your eyes
Close your eyes
I couldn't if I tried
Outta sight
Outta mind
I couldn't if I tried
What's it like
What's it like
I couldn't if I tried
I couldn't if I tried
(Whoo - ooh)
I couldn't if I tried
(Whoo - hoo - ooh)
I couldn't if I tried
(Ooh - whoo - oooh - ooooh - ooh)",7021751,en,en,en
The Fall,rock,Gojira,2012,5821,{},"[Verse 1]
Leaves are falling, the wind is blowing so cold
The end, cycle, peel to the core
Vision faces disintegrator
It all came back to me
None could be lower, crawling under
The weight I can't take
I eat all, wild and virgin
The world carries the tears
Again the glory collapsing in silence
I'll be counting the layers

[Verse 2]
And the millions of mirrors you're sending
Reflecting rays of sun in dark time
Greater spirits from above are watching
Let us drink those tears, may we grow strong
Sometimes in our love disappointed
Fool ourselves in blind pretension
Sever ties to the possible options
Destroy the bridges to the green land
[Chorus]
Fall to the ground
All dies again

[Verse 3]
A circle of blood and power recycled
Greater vision awaits a new coming
Melting rocks on the lives hard-working
And all shall die, transform
Nothing left to steal, no rewarding
Competition over no cheating
This great opened eye underwater
Is rising slowly, embrace all over

[Chorus]
Fall to the ground
All dies again

[Outro]
Leaves are falling, the wind is blowing so cold
The end, cycle, peel to the core",1700085,en,en,en
Smashing Pumpkins’s “Daydream”,rock,Mr. Mendola,2014,22,{},"My daydream seems as one inside of you
Though it seems hard to reach through this life
Your blue and hopeless life

My daydream screams bitter ’til the end
The love I share -true- selfish to the heart
My heart, my sacred heart

My daydream dream
My daydream
My daydream dream
My daydream

I’m going crazy
I’m going crazy
I don’t want feelings
Your feelings

I have gone crazy
Motherf***in’ crazy
I have gone",355856,en,en,en
Honey White,rock,Morphine,1995,2290,{},"[Chorus 1]
Honey white, honey white
Honey white, made a deal for some angel food
Honey white, honey white
Everybody told her it was sweet and good, yeah

[Refrain 1]
Poor honey
Poor honey
Poor honey
Poor honey

[Verse 1]
She said you'll see me later, yeah you'll see me later
Will you see me later seemed all too soon
And then he smiles, he knows honey's coming back
Honey's going to want some more angel food

[Refrain 2]
Devil made of honey
Devil made of honey
Devil made of honey
Devil made of honey
[Bridge]
She said you'll get me when I'm old and wizened
And not a day before that
The devil said honey it won't be that long
Besides I like to see you a little more fat
Yeah I like to see you a little more fat
You know I like to see you a little more fat

[Chorus 2]
Honey white, honey white
Honey white, honey white
Tell me how is your angel food
Honey white, oh honey white
She says it's sweet and good
Honey white, honey white uh
Honey white, the sweetness starts to fade
Honey white, honey white
Thought you could get away

[Outro]
Poor honey
Poor honey
Poor honey
Poor honey",868951,en,en,en
Communion with the Void,rock,Antediluvian,2012,4,{},"THERE WAS NONE
There was none to start
WHAT EYES SAW
Saw as I a lie


PURGE – worthless wombs waste
DESTRUCT – a fathers construction
GRASP – the walls of the chasm
WALLS – these walls are his
Down into the PIT

TAKE THIS
Take this flesh the death
THE DEATH
Death (that) exists inside OF ME



GLIDING WITHIN THE INVERSE PENTAGRAM
A form turned downside up
WITHOUT CONSCIENCE FLAME OF SIN
A ""being"" turned inside out

WITHIN THE GAPING MAELSTROM
Free from flaccid elation

DECONSTRUCTING. SATAN!
Toward the uncreation


JOYOUS UNBECOMING
The gift of destruction

DESTRUCTION OF ALL FORM
Destruction of all being

COMMUNION WITH THE VOID
Granted the inner sight

TO BURN TO BLACK - THE WORD
Ablaze within - down into the pit",4656642,en,en,en
Waiting For Tomorrow,rock,Urbanites,2018,5,{},"Rolling over, now she's going to bed
She's gonna sleep, but what does she do instead
A broken heart is not that easy to fix right now

Thoughts collide, although her conscience is clean
She did everything right, but what does it seem
A stormy sky has come and colors are fading out

Waiting for tomorrow, waiting for someone
Laying awake through the night, until the morning comes
Wonder if that feeling will ever go away
Pride comes before a fall, my friend, but how much will remain

Always something going on in her mind
Hard to explain, but so easy to find
And through the mist of time it brings her the past again

Lovers, friends and better moments remain
Only in her head, but don't kill the pain
Until there's nothing else to do, but to cry out loud
Waiting for tomorrow, waiting for someone
Laying awake through the night, until the morning comes
Wonder if that feeling will ever go away
Pride comes before a fall, my friend, but how much will remain

Now she stays there, looking for a sign
And for what it's worth, she's got nothing to hide
Chasing answers, but they never really show
Does she know herself, does she know time at all?

Waiting for tomorrow, waiting for someone
Laying awake through the night, until the morning comes
Wonder if that feeling will ever go away
Pride comes before a fall, my friend, but how much will remain",5275669,en,en,en
Rise,rock,Neither/neither World,2003,12,{},"Never [?] a distraction
For deep[?] in
Seasons of traction
Plunge from within
[?]damage
Invite me to the past
Solitary, contrary
It's all fading fast

You always seem to rise
I fit you like the perfect sin
Feelings subside
You are the perfect sin

Many scenes to follow
Submit again
Pride is never swallowed
Some day it hurts my limbs
I never meant to cower
Always aim to please
My gold[?] religion
Such a little tease
You always seem to rise
I fit you like the perfect sin
Feelings subside
You are the perfect sin

You always seem to rise
I fit you like the perfect sin
Feelings subside
You are the perfect sin

You always seem to rise
I fit you like the perfect sin
Feelings subside
You are the perfect sin",5195829,en,en,en
Wanna luv u,rock,Superlove (UK),2022,66,{},"You make me feel the way I’m meant to be
I really like the days we spend inside

You’re not just anybody
One day we spend together
It feels like it lasts forever
You and me are meant to be for life

Wanna love you
I would really like to
Think you know it
Would you really like that?

I wanna love you but I don’t know where I’m supposed to start
I like the chase but sometimes it just goes on way too far

Something, by the way I want you, I want you yеah
Something, by the way I want you, I want you yeah

Hеy it's me, just got off work
Would you like to come and hang with me?
Cause I’d like that, just you and me
Something bout it, makes me happy
Hey it's me, just got off work
Would you like to come and hang with me?
Cause I'd like that, just you and me
Something bout it, makes me happy

I wanna love you but I don’t know where I’m supposed to start
I like the chase but sometimes it just goes on way too far

Something, by the way I want you, want you yeah
Something, by the way I want you, want you yeah

I wanna love you but I don’t know where I’m supposed to start
I think you’re cool and I like you for the way you are

Something, by the way I want you, want you yeah
Something, by the way I want you, want you yeah

I wanna love you but I don’t know where I’m supposed to start
I like the chase but sometimes it just goes on way too far

Something, by the way I want you, want you yeah
Something, by the way I want you, want you yeah

You make me feel the way I’m meant to be

I wanna love you but I don’t know where I’m supposed to start
I think you’re cool and I like you for the way you are
Something, by the way I want you, want you yeah
Something, by the way I want you, want you yeah

I wanna love you but I don’t know where I’m supposed to start
I like the chase but sometimes it just goes on way too far",7394452,en,en,en
Dont Get Funny with Me,rock,The Cramps,1991,449,{},"Well, you think you're funny
But your face beat you to it
You look like somethin'
In the Bronx Zoo
It ain't no joke
You're very chimpanzee
Don't monkey with Tarzan
And don't get funny with me
I see by your outfit
You're a cowgirl
When I say hyaw
I'm talkin' 'bout now, girl
I'm a whip crackin' daddy
And I don't mean please
Well, aim for the bucket
And don't get funny with me
Don't get funny with me
No, no, don't get funny with me
The joke's on you
Don't get funny with me
Well, you're gonna get a stiff neck
Lookin' way down here
You're gonna fall off that pedestal
And land on the mirror
You're gonna break that thing
You ain't no beauty queen
You done broke my brownie
Now, don't get funny with me
No, don't get funny with me
No, no, no, don't get funny with me
The joke's on you
Don't get funny with me-e-e
That's a good one
Well, you're the life o' the party
And a million laughs
You know karate
And some witchcraft
You know rope tricks
From the exotic east
Well, don't fool with Fu Manchu
And don't get funny with me
No, don't get funny with me
Listen now, don't get funny with me
I'm tellin' you
Don't get funny with me, no, no, no
Don't get funny with me
Don't get funny with me
Well, the joke's on you
No, don't get funny with me
The joke's on you
You don't get it, do you?
Don't get funny with me",1166251,en,en,en
Carry On,rock,Mezmerized,2020,4,{},"[Verse 1]
I was ready to the prison for you believe me
I was serious
I ready against the wall without the [?]
It was all the obvious

[Pre-Chorus 1]
Now just find the devil can [?]
Show me everything you know
I'm just gonna keep
Singing my song
To my life and do our show

[Chorus 1]
Now I stand my countdown a million times
How fast all
I don't care I will see seems to be
Too extreme

[Verse 2]
Everytime you say not [?]
I will fight holder
You will gonna stand it's not logical
You aren't failure
[Pre-Chorus 2]
This is a chance I'm ready to take
You take it run away
I only have to slave
I [?] say
You see a find a way

[Chorus 1]
Now I stand my countdown a million times
How fast all
I don't care I will see seems to be
Too extreme

[Chorus 2]
It's your chance to carry on
Find the placе where you belong
See thе place before you gone
The only way to make it strong

[Instrumental Break]

[Chorus 2]
It's your chance to carry on
Find the place where you belong
See the place before you gone
The only way to make it strong
It's your chance to carry on (carry on, carry on)
Find the place where you belong (you belong)
See the place before you gone (before you gone)
The only way to make it strong
(make it strong, make it strong)",6065817,en,en,en
Fat City,rock,Airbourne,2007,531,{},"Midnight bite at the Cherry
So sweet is the juice
I'm free from the chains
And all the dogs are running loose

I'm chasing my tail
And I'm losing my head
Yeah I'm falling down
I can't feel my legs
I'm on my way to a better place

Fat city
Juiced up and ready
Fat city
I'm already gone
Fat city
Juiced up and ready
Battered and bruised I keep a'rollin' on
Rollin' on

Saddle sore at the pony
From the black rockin' chair
I got what I need
I'm already there
I been riding so hard
Drank all the dregs
She's falling down
She can't feel her legs
We're on our way to a better place

Fat city
Juiced up and ready
Fat city
I'm already gone
Fat city
Juiced up and ready
Battered and bruised I keep a'rollin' on
I keep a'rollin' on, I keep a'rollin' on

Fat city
Juiced up and ready
Fat city
I'm already gone
Fat city
Juiced up and ready
Battered and bruised I keep a'rollin' on
Rollin' on Rollin' on Rollin' on Rollin' on...",787254,en,en,en
Didnt It Rain,rock,Louis Armstrong,1958,679,{},"Didn't it rain, children?
Talk about rain, oh, my Lord
Didn't it fall, didn't it fall?
Didn't it fall, my Lord, didn't it rain?

Oh, it rained forty days
And it rained forty nights
There was no land nowhere in sight
God, send the angel to spread the news

He hastes his wings and away he flew
To the East to the West
To the North to the South
All day all night

How it rained, how it rained
Didn't it rain, children?
Talk about rain, oh, my Lord
Didn't it fall, didn't it fall?

Didn't it fall, my Lord, didn't it rain?
Some at the window, some at the door
Some said, ""Noah, can't you take a little more?""
""No, no,"" said Noah, ""no, no, my friends""
The nature got to keep; you can't get in
I told you, I told you a long time ago
You wouldn't hear me; you disobey me
Lord, send the angel a warning to you

It began to rain and now you are through
Well, it rained forty days
Forty nights without stopping
Noah was glad

When the rain stopped dropping
Knock at the window, knock at the door
Come on, brother Noah
Can't you take little more?

No, no, my brothers, you are full of sin
God has the key; you can't get in
Would you listen? how it rained
Didn't it rain, children?

Talk about rain, oh, my Lord
Didn't it fall, didn't it fall?
Didn't it fall, my Lord, didn't it rain?",494272,en,en,en
With A Girl Like You,rock,The Legend (rock band),2021,14,{},"I want to spend my life with a girl like you
And do all the things that you want me to
Till the time has come that we might live as one
Can I dance with you

I can tell by the way you dress that you're so refined
And by the way you talk that you're just my kind
Girl, why should it be that you don't notice me
Can I dance with you

Baby, baby, is there no chance
I can take you for the last dance
All night long, yeah, I've been waiting
And now there'll be no hesitating

So before this dance has reached the еnd
To you across the floor, my love I'll send
I just hopе and pray that I'll find a way to say
Can I dance with you",6381154,en,en,en
Dopey Joe,rock,The Velvet Underground,1973,817,"{""Ian Paice""}","[Verse 1]
Standin' on a corner got his hands in the air
Mind so far away
Lookin' for a measure of intensive care
Hanging around he's got his hands in his pockets
Wonderin' which way to go
Lookin' for his friend who's in the new red rocket
Then down the street they go

[Chorus]
There's just the people singin'
Dopey Joe, whaddayaknow
Give him five dollars and watch him go
Oh, oh, oh! Woah, woah, woah! Dopey Joe!

[Verse 2]
Well, Sweet Nellie nice, she's all sugar and spice
Walkin' on a Sunday stroll
Up comes old Joe now, boy don't you know
Asks her with a smile if she'd like to take a walk
Nellie she shakes her head ""Not today""
Joe he keeps on talkin', Nellie starts a-walkin'
Pretty soon she's runnin' away
[Chorus]
There's just the people singin'
Dopey Joe, whaddayaknow
Give him five dollars and watch him go
Oh, oh, oh! Woah, woah, woah! Dopey Joe!

[Verse 3]
Standin' on the corner got his eyes on the air
Mind so far away
Waitin' for somebody just to meet him there
(?)

[Chorus]
There's just the people singin'
Dopey Joe, whaddayaknow
Give him five dollars and watch him go
Oh, oh, oh! Woah, woah, woah! Dopey Joe!

[Outro]
Oh yeah! Woah, woah, woah, woah! Dopey Joe!
Oh, here it comes again!
Oh, oh, oh! Woah, woah, woah! Dopey Joe!",4270426,en,en,en
Rooms,rock,Harvey Parker,2020,4,{},"(Did you ever taste someone else's blood?
No, I mean, I could understand you tasting your own blood
I'm not a fucking vampire)

Touch me where I bleed, will you?
It doesn't even have to make sense
You just go with it
I'll roll with this

Don't leave here
I'm almost done
Don't come here
I'm not in the mood
Been looking all around for you
Through the rooms, on the roof and all the drawers
Where are you, where have you been?
It's been hours

Find us in your will
Find me in your kiss
Save me
Touch me when I plead for it
You'll never ever have to pretend
The streets were dark just like your heart
And so it came, the winter roar
You lock all doors, and...
Misguided excitement

Fire at will, you'll miss
Find me there, you'll forget
Save me",5802550,en,en,en
Rainbow,rock,Kim Mitchell,1995,109,{},"Driving round in the city
You're running through my veins
All I want is to have the lust
Have the trust and piece of mind
But all I ever seem to get
Is seven days of rain

Let me be your candy coating
Melt me in your mouth
I'm the guy that
Knows those sayings
You'll be young and soft

Give me a try
I will pick up
All your pieces
I'll write your name in the sky

Give me a try
I'll do whatever pleases
I'm chasin' clouds
I'll bring you back
I'm bringin' you back your rainbow
Bringin' you back your rainbow

Oo, what if this ain't breakup
I could take you away
Too many years of bad luck
And you tried and tried again
And you're little life
Went spinning down the drain

Let's take a long drive
Just you and me
You'll never have to smoke
Cause I'll be your Nicotine

Give me a try
I will pick up
All your pieces
I'll write your name in the sky

Give me a try
I will do whatever pleases
I'm chasin' clouds
I'll bring you back
I'll bring you back your rainbow

Give me a try
I'll pick up
All the pieces
I'll write your name in the sky
Give me a try
I'll do whatever pleases
I'm chasin' clouds
And I'll bring you back
I'll bring you back your rainbow

Bring you back your rainbow
Mmm

Let me be your candy coating
Melt me in your mouth
I'm the guy that
Knows no thing
You'll make thumping sounds

Give me a try
I'll pick up
All your pieces
I'll write your name in the sky

Give me a try
I'll do whatever pleases
I'm chasin' clouds
And I'll bring you back
I'm bringin' you back your rainbow
Give me a try
I'll pick up
All your pieces
I'll write your name in the sky

Give me a try
I'll do whatever pleases
I'm chasin' clouds
And I'll bring you back
I'm bringin' you back your rainbow

Bring you back your rainbow
Bringin' you back your rainbow
I'll bring you back your rainbow",1676076,en,en,en
The Rabbit Hole,rock,In This Moment,2008,923,{},"Lavender clouds
Nothing matters here
Flying above
The ultraviolet sphere

And I will not look down

I am falling down the rabbit hole
Come, so come with me and float
Into the never ending dream

We see God
In the morning sun
Touching the moon
Our birth has just begun",1352826,en,en,en
Vampiretown,rock,Forrister,2013,198,{},"Turn me into a plastic cup
Take me down, say ""Never enough""
I want you to come make me numb
And pour me into a plastic cup

[Chorus]
You're my bottle, I'm this shelf
You're my ticket straight to hell
I will keep you in my pocket
You're the one thing that I won't sell
Will you take me home? Take me home

You come walk around with me
Break my knuckles, rot my teeth
Pull me out from all my seams
I want you to walk around with me this day

[Chorus]",2406460,en,en,en
Acquaintance,rock,Atlantic Wasteland,2019,21,{},"I wonder how you've been
What you're doin' these days
I hope that you're happy
I hope you found your way
Wonder in passing
If you ever think of me
If you still have the costume
You wore on Halloween

Oh, I miss the way we used to be
Before it crashed tragically
Oh, I miss the friend I used to have
I miss the way we used to laugh

I wish I never came to Berea that day
I wish I had taken more time to be okay
I wish I never hurt you in the way that I did
But most of all I hate how our friendship is nonexistent
It's awkward conversations
And the small talk it makes me so sick
You know we took our chances
But we're nothing but acquaintances
Oh, I miss the way we used to be
Before it crashed tragically
Oh, I miss the friend I used to have
I miss the way we used to laugh
Oh, I miss the things that you used to say
We could talk about anything
Oh, well I guess this is how it has to be
But I still blame this all on Journey

I wish that I could find a way to make this right
I wish your family didn't see me in a negative light
I wish things were back to when we never felt this way
I wish I had my friend back
I miss that every single day
God, I miss that every single day

I know that you're just fine
And I'm quite the same
Time's done some healing and we're both to blame
I hope you found some peace in this beautiful life
I hope you know that I miss your friendship, all feelings aside",6307993,en,en,en
