index,title,tag,artist,year,x_coordinate,y_coordinate
455,Through The Storm,rb,S.O.L. (Sounds Of Life),1995,0.65,0.55
456,Head In the Clouds,rb,Slim of 112,2016,-0.3,-0.7
457,Christmas Without You,rb,Xscape,1996,-0.7,0.55
458,Cities on Fire,rb,Joshua Morata,2019,0.6,-0.35
459,Movement I II  III,rb,Lapalux,2014,0.7,0.85
460,Euphoria,rb,ORLI ANROW,2021,0.25,0.65
461,Come Up,rb,JD Moon,2020,-0.7,-0.7
462,Wake Up,rb,Taveeta,2017,-0.7,0.55
463,Go Don’t Leave,rb,BluPrint (Girl Group),2021,0.7,0.85
464,Heavy Love,rb,Mali Music,2014,0.65,0.55
465,Distance,rb,Carti Bankx,2017,0.7,0.85
466,Wild Honey,rb,Van Morrison,1980,0.7,0.85
467,Do It Well,rb,dvsn,2016,0.85,-0.2
468,No More Remix,rb,OMEHGA,2017,-0.6,0.45
469,Rocket Man,rb,CammWess & John Legend,2020,-0.7,-0.3
470,Crown  Key,rb,GAIKA,2018,-0.2,0.7
471,Shoe Was On The Other Foot,rb,Patti LaBelle,1997,-0.8,-0.3
472,FALLING,rb,Dro Kenji,2020,-0.6,0.45
473,GELATO feat. Devin,rb,Cayluu,2021,0.65,0.55
474,Undercover Love,rb,B Mac & B Sev,2019,0.25,0.65
475,Strange I Still Love You,rb,Margie Joseph,1974,-0.75,-0.1
476,Booty Music,rb,Git Fresh,2015,0.25,0.65
477,Vows,rb,Knucks,2017,0.25,0.65
478,Facetime,rb,Tank,2020,0.25,0.65
479,Natural,rb,Montell Fish,2018,0.85,-0.2
480,Midnight,rb,"Mike WiLL Made-It, Tessa Thompson & Gunna",2018,-0.4,0.7
481,Georgia,rb,Suave the producer,2021,0.85,-0.15
482,L.M.R.O.B.,rb,Dave Tsimba,2021,-0.7,-0.3
483,In A Minute,rb,Brazil Hill,2019,0.7,0.85
484,G-Code,rb,Marr Grey,2018,-0.7,0.3
485,More Fire,rb,Angel,2013,0.7,0.85
486,Now Youre Here,rb,Yola,2021,0.25,0.65
487,In Love,rb,Angel,2019,0.25,0.65
488,Fuck the World Summer in London,rb,Brent Faiyaz,2019,0.65,0.55
489,What About Us Acoustic,rb,Eric Bellinger,2021,-0.7,0.3
490,C H E B . الشاب - طربوش دالورد - F R U I T English Translation,rb,Genius English Translations,2021,-0.6,0.45
491,Dumb Shit,rb,Tyrese,2014,-0.75,-0.1
492,Fertile,rb,LA timpa,2019,-0.3,-0.7
493,This girl is biracial,rb,Dons Life,2019,0.85,-0.15
494,Sparks,rb,"Marie Dahlstrm, Dan Diggas, Aligo",2021,0.25,0.65
495,See Saw,rb,The Moonglows,1958,-0.6,0.45
496,Memory No. 1,rb,Hammond Gamble,2008,-0.7,-0.3
497,Ungena Za Ulimwengu Unite The World,rb,The Temptations,1971,0.7,0.85
498,Just Do It,rb,Rai Hann,2020,0.65,0.55
499,Another Land,rb,D-toks,2020,-0.8,-0.3
500,Me Too,rb,MC Penis,2020,0.25,0.65
501,Part of Us,rb,Lou Berry,2021,,
502,Public Restroom,rb,Christinna O,2016,,
503,Angel From Elohim Freestyle,rb,Ke'Ondris,2019,,
504,Shut Up Kiss Me,rb,Maurice Moore,2018,,
505,Hate me,rb,LoNEly iS hUNteR,2019,,
506,Orange Earth,rb,Soft Glas,2017,,
507,You Ready,rb,Noli,2021,,
508,Hopeless Romantic,rb,Reece Hughes,2019,,
509,I Dont Know How to Smile,rb,Holladay,2017,,
510,Sleep,rb,Dahshanae,2019,,
511,Dont Let Me Down,rb,The Persuasions,2002,,
512,The Four Seasons,rb,Sy Ari da Kid,2021,,
513,Wet Blunt,rb,18 Plus,2016,,
514,Coffee From Colombia Extended Version,rb,Aygn Kazmova,2013,,
515,Shine On Live,rb,Luke James,2021,,
516,Now,rb,August Makorr,2020,,
517,Lowkey Remix,rb,Rochelle Jordan,2014,,
518,SET ME FREE,rb,Excuseme47,2014,,
519,Closure,rb,Sam Nelly,2014,,
520,E.F,rb,Shaolin Versachi,2017,,
521,Hollywood,rb,JAHKOY,2017,,
522,Brand New,rb,Sonta,2017,,
523,Miss U,rb,KOLDHEARTEDD,2020,,
524,High Times,rb,Emma Cole,2016,,
525,Slide Thru,rb,Regi Levi,2020,,
526,Yesterday,rb,Donny Hathaway,2004,,
527,Last Night Can We Move On?,rb,Montell Jordan,1999,,
528,Slip N Side,rb,Danny Boy Steward,1996,,
529,Crazy,rb,YLL GRYM,2020,,
530,Catch Me When I Fall,rb,Rahsaan Patterson,2019,,
531,Shout,rb,Original Broadway Cast of Ain't Too Proud,2019,,
532,Way Up,rb,Romeo B. Cameron,2017,,
533,Your Hoodie In My Bedroom,rb,Roman Kayz,2020,,
534,On You,rb,Tshego,2019,,
535,Do Better,rb,VEDO,2016,,
536,Wrap Your Arms Around Me Remix,rb,Qauro,2021,,
537,All To Myself,rb,Star Cast,2019,,
538,Yah You Know,rb,Prince,2019,,
539,Theres A Winner In You,rb,Patti LaBelle,1986,,
540,Down,rb,Ojerime,2016,,
541,Prayer Changes Things,rb,DJ Mik,2011,,
542,Knife,rb,Dana Williams,2020,,
543,Hoops,rb,Abraham Blue,2020,,
544,Be Okay,rb,ThandoNje,2020,,
545,$4E  SHOOTA ,rb,SHOOTA4E,2020,,
546,Taken,rb,Ivy Sole,2018,,
547,Love Me Love Me Not,rb,Keke Palmer,2012,,
548,Dope Lovers,rb,DPR IAN,2021,,
549,Bedroom,rb,The-Dream,2018,,
550,Dead Inside,rb,Asiah,2021,,
551,Truth,rb,Blve,2017,,
552,Catching Feelings,rb,Faith Evans,2005,,
553,Truce,rb,NateAntione,2020,,
554,Sick,rb,Ari Hernandez,2021,,
555,Getauuay,rb,PIZZAWPINEAPPLES,2017,,
556,Back to the World,rb,Tevin Campbell,1996,,
557,​wu tang freestyle i made dis shit like 2 seconds ago  i aint mix it so whatever,rb,JPEGMAFIA,2015,,
558,State of Mind,rb,Summer Black,2019,,
559,The Boys Look So Good,rb,3LW,2019,,
560,SLITHER,rb,Skazerr,2019,,
561,What Do You Have to Do To Stay on the Right Side of Love,rb,The Supremes & The Four Tops,1971,,
562,Days n Nights,rb,Mimikat,2021,,
563,Ethan,rb,ERA FLOWER POWER,2019,,
564,Choosin,rb,Justin Bieber,2017,,
565,AO,rb,Nat (Rap),2019,,
566,Hopeless Romance,rb,Yaghi,2021,,
567,The Pride,rb,The Isley Brothers,1977,,
568,Sundress,rb,B. Smyth,2021,,
569,Day Ones,rb,Nieman,2015,,
570,Meant 2 Me,rb,Kennedy Rd.,2019,,
571,Can You Come Over,rb,Amuro,2021,,
572,Devil´s Home,rb,"Anto ""Antonio Rinaldi""",2019,,
573,FREE THROW,rb,Charles Infamous,2021,,
574,Winter Lovin,rb,Ash Doll,2019,,
575,Goldeneye Dave Morales Remix,rb,Tina Turner,2021,,
576,Dear Porsha,rb,Fizzy Hero,2021,,
577,Stand Up Straight and Walk Tall,rb,Jackie Shane,2017,,
578,Words Remain,rb,Moderator,2015,,
579,Whoo Who,rb,Flint Withers,2020,,
580,Walking in the Sun,rb,The Walker Brothers,1975,,
581,Sweating Honey Dijon Remix,rb,Alewya,2020,,
582,Love,rb,Grey Genius,2014,,
583,Sex In A Loft,rb,Pokahontas,2017,,
584,Heaven Help Us All,rb,Stevie Wonder,1970,,
585,Outside Myself,rb,Infinity Song,2021,,
586,Need You.,rb,Deaunta,2021,,
587,I Cant Quit You Baby,rb,Savoy Brown,1991,,
588,It Aint Necessarily So,rb,Aretha Franklin,1961,,
589,House Party,rb,Latrelle,2001,,
590,Get Up Get Into It Get Involved Finale Live At The Olympia Paris / 1971,rb,James Brown,1992,,
591,Ben Live in Japan 1973,rb,The Jackson 5,1973,,
592,Breath Away,rb,1NC,2000,,
593,Boss,rb,Grey Genius,2014,,
594,Tuck Yo Heart,rb,BSlime,2022,,
595,Honest Oceans,rb,JAIE (MY),2017,,
596,Rose,rb,Marian Carmel,2020,,
597,Hooked,rb,Keke Palmer,2020,,
598,Lonely,rb,Santiago Muhala,2019,,
599,My Very Own Monster Killer,rb,Jennah Bell,2011,,
600,Goons of Hazzard,rock,Dead Kennedys,1985,-0.4,0.65
601,Summertime Blues Royal Albert Hall,rock,The Who,2003,-0.8,-0.3
602,I Call My Pain by Your Name,rock,Ellen Foley,2021,-0.7,0.55
603,And the Healing Has Begun,rock,Van Morrison,1979,0.65,0.55
604,Tiny Screens,rock,Summerhead,2021,-0.8,-0.5
605,Shirley,rock,Sorrytown,2016,-0.8,-0.3
606,Making You Cry live Chicago 2008,rock,Ben Weasel,2009,0.1,-0.7
607,Beautiful Feeling Pt. 3,rock,Rich Kids On LSD,1994,-0.3,-0.7
608,That Side of Me,rock,12v Negative Earth,2004,-0.4,0.65
609,My Ex,rock,Nacho Gomez Cao,2020,-0.75,-0.1
610,Things Gonna Change Some,rock,Sugarloaf,1970,-0.3,-0.7
611,Cant fool me,rock,Apple Sweet Apple,2017,-0.6,0.45
612,Borstal Breakout,rock,Street Dogs,2003,-0.2,0.7
613,Kate  Cindy,rock,The Scaramanga Six,2021,-0.7,0.55
614,Behold the Tyrants Fall,rock,Chronolyth,2013,-0.55,0.65
615,Where The Wild Things Arent,rock,Dani Lee Pearce,2019,0.85,-0.15
616,See Spot Run,rock,Harborer,2020,-0.8,-0.5
617,UnbreakableTruth to Power EP,rock,Insolence,2020,-0.4,0.65
618,The Man Im Not,rock,Noah Dillon,2020,-0.3,-0.7
619,You Have Flaws,rock,"Captain, We're Sinking",2013,-0.8,-0.3
620,Rebels Out There,rock,Smiley & The Underclass,2019,-0.4,0.65
621,Supermarket Lobster Tank,rock,Dillon M.,2018,0.75,-0.5
622,Happy with What You Have to Be Happy With,rock,King Crimson,2002,-0.7,-0.7
623,Love Love Love,rock,John Prine,1986,-0.8,-0.5
624,We’re Not the Same,rock,Enjoy The View,2010,-0.7,-0.3
625,Those Were the Days,rock,Old 97's,2017,0.65,0.55
626,Ten Past Two,rock,The Roster,2019,0.19,1
627,Its In You,rock,The Who,1997,0.25,0.65
628,Sender/Reciever,rock,Sosaveme,2011,0.6,-0.35
629,Meropes Song,rock,Lena Gabrielle,2008,-0.75,-0.1
630,Shut Up,rock,blink-182,2001,-0.6,0.45
631,Fall in the Ocean,rock,House Ghost,2016,-0.3,-0.7
632,Jet Black Heart,rock,Arrows To Athens,2016,-0.8,-0.3
633,Pilgrims,rock,No-No Boy,2021,0.85,-0.15
634,Second Sight,rock,Harrow,1996,-0.7,0.55
635,What’s Love Got to Do with It,rock,Tina Turner,1984,-0.4,0.7
636,Death Prize,rock,Deficit (AU),2021,-0.55,0.65
637,Mirrorful,rock,Jawbox,1996,-0.6,0.45
638,Doubts,rock,Painting Promises,2019,-0.75,-0.1
639,Revolution Coming,rock,Red Mesa,2014,-0.4,0.65
640,Whenever Im Alone,rock,We Are Waves,2014,-0.4,0.7
641,Kill Somebody Unplugged,rock,YUNGBLUD,2018,-0.55,0.65
642,3 Legs,rock,Paul McCartney,1971,-0.7,0.55
643,Touch the Razor,rock,Hangman's Chair,2018,-0.8,-0.3
644,Everybody Bonus Track,rock,Stabilo,2006,-0.6,0.45
645,Keep Me,rock,Imminence,2017,-0.75,-0.1
646,Flesh of Fallen Angels,rock,Amaros,2017,-0.8,-0.5
647,Honor Never Dies,rock,Hatebreed,2013,0.7,0.85
648,Dont Be Shy Him,rock,Kelly Carter,2022,0.25,0.65
649,Stop,rock,The Summer Kills,2018,-0.7,0.55
650,Pink Lakes,rock,Solanas,2015,-0.3,-0.7
651,First Day of Spring,rock,Graham Parker,1995,0.85,-0.2
652,One Man Show,rock,30db,2010,-0.7,-0.3
653,Murderboy,rock,Finding Aureus,2021,-0.55,0.65
654,Turn It Up,rock,Ashland,2017,0.7,0.85
655,Take the Edge Off,rock,Lionize,2006,0.75,-0.5
656,Beauty Meets Beast,rock,Morbid Angel,2011,0.25,0.65
657,Backwash,rock,Deadlights (Post-Hardcore),2017,-0.6,0.45
658,Think,rock,Freshly Wrapped Candies,1989,0.6,-0.35
659,Altered Beast I,rock,King Gizzard & The Lizard Wizard,2017,-0.4,0.7
660,M.S. Bismarck,rock,Asphyx,1992,-0.4,0.65
661,The Waves,rock,Bjrn Riis,2017,-0.75,-0.1
662,Mile Away,rock,Allison Crutchfield,2017,-0.6,0.45
663,Ode To Rose,rock,CODA FACTO,2021,-0.7,0.55
664,Hampden Cabs,rock,The Dunts,2017,-0.7,-0.7
665,Faded Memory,rock,Skarlett Riot,2013,-0.8,-0.3
666,They Were Wrong,rock,The Dogs (Norway),2016,-0.3,-0.7
667,Rise With the Fallen Ones,rock,Cerberus (Band),2019,-0.55,0.65
668,Tempo,rock,Ray Charles,2000,0.7,0.85
669,Placeholder,rock,Secondsun,2020,-0.55,0.65
670,Frolic Room,rock,311,2006,-0.8,-0.5
671,Here Comes Sally,rock,Glen Burtnik,1987,0.85,-0.2
672,Blue Hazy Highs,rock,Django Django,2018,-0.3,-0.7
673,Memory,rock,Pat Symington,2021,-0.7,-0.3
674,The Fall,rock,Gojira,2012,-0.8,-0.3
675,Smashing Pumpkins’s “Daydream”,rock,Mr. Mendola,2014,-0.75,-0.1
676,Honey White,rock,Morphine,1995,-0.7,-0.3
677,Communion with the Void,rock,Antediluvian,2012,-0.8,-0.3
678,Waiting For Tomorrow,rock,Urbanites,2018,-0.75,-0.1
679,Rise,rock,Neither/neither World,2003,0.7,0.85
680,Wanna luv u,rock,Superlove (UK),2022,-0.7,0.3
681,Dont Get Funny with Me,rock,The Cramps,1991,-0.6,0.45
682,Carry On,rock,Mezmerized,2020,0.7,0.85
683,Fat City,rock,Airbourne,2007,0.65,0.55
684,Didnt It Rain,rock,Louis Armstrong,1958,-0.8,-0.5
685,With A Girl Like You,rock,The Legend (rock band),2021,0.75,-0.5
686,Dopey Joe,rock,The Velvet Underground,1973,-0.6,0.45
687,Rooms,rock,Harvey Parker,2020,-0.8,-0.3
688,Rainbow,rock,Kim Mitchell,1995,0.7,0.85
689,The Rabbit Hole,rock,In This Moment,2008,0.75,-0.5
690,Vampiretown,rock,Forrister,2013,-0.75,-0.1
691,Acquaintance,rock,Atlantic Wasteland,2019,-0.7,0.55
692,Take On Me,rock,Jonas Brothers,2013,-0.7,-0.3
693,Forward,rock,Flatfoot 56,2017,0.7,0.85
694,Without You,rock,Mike Shupp,1997,-0.7,-0.3
695,First Impressions,rock,The Publics,2019,-0.6,0.45
696,Execution,rock,Grave Digger (band),2010,-0.55,0.65
697,Great Soul,rock,The Tragically Hip,2016,-0.3,-0.7
698,Lay By Me,rock,Firekid,2015,0.6,-0.3
699,Warriors  Queens,rock,The Ninja (Band),1985,0.25,0.65
700,Smaller and Smaller,rock,Faith No More,1992,-0.8,-0.3
701,I Just Knew,rock,Andrew VanWyngarden,2014,-0.7,-0.3
702,Russian Winter,rock,London (Band),1990,-0.7,0.3
703,Falling,rock,Waste Of Mind,2018,0.7,0.85
704,The Straight and the Narrow,rock,Spiritualized,2001,-0.8,-0.5
705,Cloak and Dagger,rock,Rory Gallagher,1978,0.85,-0.15
706,Running,rock,Austin Stone Worship,2020,0.75,-0.5
707,Swing by Swing,rock,Like Torches,2016,-0.8,-0.3
708,Shine On,rock,Impellitteri,2018,0.65,0.55
709,Wake Me,rock,Bleachers,2014,-0.8,-0.5
710,Chessman Red Monday,rock,Amputated Genitals,2005,-0.2,0.7
711,Someone Special,rock,Fr Leo Watt & The Clefs,1971,0.85,-0.2
712,Stoned in Saigon,rock,Fresh,1971,-0.4,0.65
713,One More Chance,rock,Big Wreck,2019,-0.7,0.55
714,Waster,rock,Max Bemis and the Painful Splits,2010,-0.8,-0.3
715,Halloween 18,rock,Early Eyes,2021,-0.6,0.45
716,Up on High,rock,Daniel Rossen,2012,0.75,-0.5
717,Showdown,rock,Boy & Bear,2015,-0.4,0.65
718,Baby Please Dont Go,rock,AC/DC,1975,-0.75,-0.1
719,Mix Up Mix Up,rock,Bob Marley & The Wailers,1983,-0.6,0.45
720,James K. Polk,rock,They Might Be Giants,1996,0.65,0.55
721,End In Fire,rock,Alphawolves,2018,-0.8,-0.5
722,What Are You Afraid Of?,rock,Emphatic,2019,-0.4,0.7
723,Impious Plague in Catacombs,rock,Necrowretch,2013,-0.4,0.7
724,Zordon,rock,Munky,2019,-0.8,-0.5
725,Ode To Sleep,rock,twenty one pilots,2011,-0.8,-0.3
726,High School Drama Violence,rock,Clay J Gladstone,2021,-0.75,-0.1
727,Good Life,rock,Ron Pope,2018,0.85,-0.2
728,Rust,rock,Miss May I,2010,-0.4,0.65
729,5 Reasons,rock,Meg & Dia,2009,-0.7,-0.3
730,Your Property,rock,Swans,1984,-0.6,0.45
731,You Know You,rock,Agatha (Band),2015,-0.8,-0.5
732,Red War,rock,Soulfly,2015,-0.4,0.65
733,In the City,rock,Big Boys,1980,0.7,0.85
734,Godless,rock,The Crown (Band),1995,-0.8,-0.3
735,Just Couldnt Say,rock,Tim Staffell,2003,-0.75,-0.1
736,10:00 AM,rock,State Champs,2020,-0.7,0.55
737,Chorus and the Ring,rock,R.E.M.,2001,-0.4,0.65
738,Changes,rock,Captain Marryat,1974,0.75,-0.5
739,Walk On Water,rock,Nonpoint,2016,-0.6,0.45
740,Psychosomaticism,rock,Kylie V,2018,-0.8,-0.3
741,Wheres Vince?,rock,The Smashing Pumpkins,2016,-0.2,0.7
742,Dreams,rock,Country Joe and the Fish,1977,-0.8,-0.5
743,Sensory Overload,rock,Kuritarvitaja,2022,-0.75,-0.1
744,Double Helix,rock,Space Unicorn on Fire,2016,0.7,0.85
745,Sleeping Without a Pillow,rock,Ronoc 'N' Roll,2018,-0.8,-0.3
746,Restraint,rock,Mallcops,2020,-0.7,-0.3
747,Rending,rock,Lo-Ruhamah,2017,-0.4,0.65
748,Juvenile,rock,Jonathan (HRV),2015,-0.3,-0.7
749,A View to a Kill,rock,Diablo (band),2006,-0.4,0.65
750,Keep Nothing Hushed No No No,rock,Coley Mixan,2020,0.75,0.3
751,Hammered Demo,rock,Mtley Cre,1994,-0.55,0.65
752,Bones,rock,Matt McAndrew,2016,0.75,-0.5
753,Nostalgia,rock,Mild West,2019,-0.3,-0.7
754,Breakfast with the King,rock,Goatsnake,2020,-0.7,-0.3
755,Everybody Else But Me,rock,McKendrick,2000,-0.8,-0.3
756,Unsung Beauty,rock,I Declare War,2006,-0.8,-0.5
757,The Eagle of the Star,rock,Dwarrowdelf,2020,-0.2,0.7
758,Distaste for Ordinary Scum,rock,Those Who Bring the Torture,2007,-0.55,0.65
759,Sensation,rock,Animal Flag,2016,-0.7,0.55
760,Impermanence Streakt Through Marble,rock,Falls of Rauros,2017,-0.8,-0.3
761,Story of an Immigrant Acoustic,rock,Civil Twilight,2016,0.7,0.85
762,Try to Believe,rock,Y&T,1997,-0.3,-0.7
763,Working Class Hero,rock,Jimmy Barnes,2019,-0.6,0.45
764,Motorology,rock,Ozma,2007,-0.8,-0.3
765,Bliss,rock,Purple (Texas Music),2016,-0.2,0.7
766,Dissolver,rock,Perennial,2017,0.7,0.85
767,This Christmas,rock,Majestica,2021,-0.8,-0.5
768,Savage,rock,Ben Khan,2014,-0.55,0.65
769,Go Go Go,rock,Helena Arlock,2010,-0.7,-0.3
770,One More Heartache,rock,Marvin Gaye,1966,-0.75,-0.1
771,RISE,rock,I Prevail,2016,0.7,0.85
772,Saturday Night,rock,Cold Chisel,1984,-0.7,-0.3
773,No More Sorrow,rock,Linkin Park,2007,-0.55,0.65
774,Come Home,rock,OneRepublic,2007,-0.3,-0.7
775,Holding on,rock,Lynx (1976),1976,-0.8,-0.3
776,S.M.D.,rock,Solstice (USA),1992,-0.6,0.45
777,Alive,rock,Maggie Gently,2020,-0.7,0.3
778,The Wronged,rock,Thrown into Exile,2020,-0.8,-0.5
779,Prelude,rock,Scary Kids Scaring Kids,2007,-0.7,0.3
780,Resurrection Of Ancient Evil,rock,Ezurate,2007,-0.55,0.65
781,Oh Woman,rock,Newcomers Club,2018,-0.6,0.45
782,Penny Lane,rock,Aim High,2021,-0.55,0.65
783,Serrated,rock,Eldest 11,2013,-0.6,0.45
784,Clouds Over California,rock,DevilDriver,2007,-0.8,-0.5
785,Imminent War,rock,Hope for the Dying,2011,-0.3,-0.7
786,Anchored,rock,Ghost Brigade,2014,-0.8,-0.3
787,Sad people blue eyes,rock,Forever Unknown,2022,-0.8,-0.3
788,One of Those Things,rock,Sanctus Real,2013,0.7,0.85
789,Wax Rose Saturday,rock,Mux Mool,2010,0.7,0.85
790,Lenora,rock,Madam Macadam,2012,0.65,0.55
791,Crawling Back to You Alternate Version,rock,Tom Petty,2020,0.1,-0.7
792,I Just Want to Love You,rock,Leave it Blank (band),2018,0.25,0.65
793,Montaigne,rock,Pinback,1999,-0.7,0.55
794,Back Pages,rock,The Brandals,2021,-0.7,0.3
795,Dont Forget Me,rock,Neil Diamond,2010,-0.3,-0.7
796,Riding with the King,rock,B.B. King & Eric Clapton,2000,0.7,0.85
797,Take Me to Yolita,rock,Robert Pollard,2015,-0.7,0.55
798,Holly Golightly,rock,Frnois and The Atlas Mountains,2021,0.6,-0.35
799,Problems,rock,Local Violence,2021,-0.8,-0.3
800,Six Feet Under,rock,Cloverdale,2018,-0.8,-0.3
801,Sleeping,rock,Convent Bonfires,2020,,
802,Alone,rock,Nathan Ball,2015,,
803,Cracked Skulls,rock,The Megas,2018,,
804,Change?,rock,txyb,2022,,
805,Slappin,rock,Until the Dead Walk,2020,,
806,Revolution,rock,Crossfaith,2016,,
807,Freudian Slip,rock,Partition,2018,,
808,Smokers Outside the Hospital Doors,rock,Editors,2007,,
809,Taming the Dragon,rock,Brad Mehldau and Mark Guiliana,2014,,
810,Wander,rock,Sunwalker,2018,,
811,To Be Set Free,rock,Razor Red Noise,2009,,
812,The Chosen,rock,Among Demons,2020,,
813,Dreaming Of Houses,rock,Nina Persson,2014,,
814,Confessin the Blues,rock,The Rolling Stones,1964,,
815,Ghoul Inquisitor,rock,Katalepsy,2016,,
816,Sin Of My Youth,rock,Tom Petty and the Heartbreakers,2014,,
817,Brittle Bones,rock,Foxblood,2016,,
818,New Beginnings,rock,Finch (USA),2002,,
819,Gimme a Job,rock,Def Leppard,2002,,
820,Atlantis,rock,Whyzdom,2009,,
821,Deject,rock,TRVTH,2016,,
822,Dugout,rock,The Backseat Lovers,2019,,
823,Snap,rock,Terror,2015,,
824,Winter sleep,rock,OLIVIA inspi' REIRA (TRAPNEST),2007,,
825,Circle,rock,Ripsnorter,2005,,
826,Catch The Watch,rock,It Is Not Sound,2017,,
827,In the Fire,rock,Falcone Rising,2021,,
828,Magnetism,rock,Shock & Awe,2017,,
829,Living the Dream,rock,Sturgill Simpson,2014,,
830,Cute Corpses,rock,Bern and the Bastards,2022,,
831,Im Not Yours,rock,Angus & Julia Stone,2010,,
832,This Hearts on Fire,rock,Sad Caf,1989,,
833,Ill Let You Down,rock,Skunk Anansie,2016,,
834,Poor Howard,rock,Lead Belly,2014,,
835,Cybone One,rock,Grailknights,2022,,
836,Ignorance in Bliss,rock,Huldra,2019,,
837,The Letter,rock,Night,1980,,
838,Government Came 9980.0kHz 3617.1kHz 4521.0 kHz / Cliffs Gaze / cliffs’ gaze at empty waters’ rise / Ashes to Sea or Nearer to Thee,rock,Godspeed You! Black Emperor,2021,,
839,Someone Ur Not,rock,Trip Home,2020,,
840,Try to Remember,rock,Wade Hubbard,1986,,
841,Missing Information,rock,Undo K from Hot,2021,,
842,King of Apathy,rock,In Legend,2015,,
843,Untitled,rock,Marilyn Manson,1998,,
844,Together,rock,Jack McBannon,2021,,
845,Consume pedagogic,rock,Pedagogic torment,2015,,
846,A Dream,rock,Mutiilation,2001,,
847,Space Angel,rock,Dust For Lunch,2019,,
848,Gravity Waves,rock,Vinnum Sabbathi,2017,,
849,Malformed Chthonic Dream,rock,Anakim,2021,,
850,Tarrasque,rock,Bog Wizard,2020,,
851,05:15,rock,Pete Townshend,2015,,
852,1.4.5,rock,Dead Poet Society,2013,,
853,The Morning After,rock,Roy Orbison,1973,,
854,Nobody Hurt No One,rock,  (Natalia Podolskaya),2005,,
855,Further,rock,Wolf King,2018,,
856,Autumn Girl,rock,The Mason Green Experience,2020,,
857,Sex Bomb,rock,Spinnerette,2009,,
858,Fuxk It,rock,Green Jell,2021,,
859,Dark Faith,rock,MONDY MFZB,2019,,
860,No Hoard of Value,rock,Jinjer,2014,,
861,In The Mood,rock,Joanne Shaw Taylor,2018,,
862,Eye for an Eye,rock,WASTE [MN],2020,,
863,Verrazzano Floater,rock,Gravesend (Black Metal),2021,,
864,Lonesome in My Home,rock,North Mississippi Allstars,2019,,
865,Roymackonkey,rock,A Little Pity,2017,,
866,Anatomy of the Slave Slave III,rock,Jesus Loves Junkies,1996,,
867,Bright Lights,rock,Hawaiian Gremlins,2014,,
868,Erin Shores,rock,Spleen Arcana,2017,,
869,Everybody Wants Some,rock,Van Halen,1980,,
870,Dr. Feelgood Falls Off the Ocean,rock,Guided by Voices,2017,,
871,Isolani,rock,Banner Pilot,2011,,
872,Autumn,rock,Sparks The Rescue,2008,,
873,People You Know,rock,Dance Gavin Dance,2008,,
874,Love Song,rock,Korn,2005,,
875,Sweet Time,rock,Feed the Monkeys,2019,,
876,Another Day,rock,The EFFECTS (Band),2017,,
877,One Step Closer Rock Mix,rock,Linkin Park,2000,,
878,My Wife Died 6,rock,Me&me,2017,,
879,The Witness,rock,Source,2019,,
880,My Disintegration Animattronic Remix,rock,Celldweller,2020,,
881,The Fire,rock,Sapphire Solace,2016,,
882,Summer Friend,rock,Aerosol Airplanes,2020,,
883,Deadly Skies,rock,Hsker D,1983,,
884,The Negative,rock,Famous Last Words,2021,,
885,Like Shattering Diamonds,rock,Eastshade,2021,,
886,Ad Hominem,rock,No Kite (UK),2021,,
887,Legions of the Black Light,rock,Watain,2007,,
888,Chromeo,rock,cleopatrick,2016,,
889,Rabble Rouser,rock,Enter Shikari,2017,,
890,Despite,rock,"Down Time [Denver, CO]",2020,,
891,We Dont Need Luck To Make It,rock,Merchant Ships,2010,,
892,Baby Did a Bad Bad Thing,rock,Queen Kwong,2013,,
893,Monochrome,rock,Eastshade,2021,,
894,KVLT of Fear,rock,Angstkvlt,2021,,
895,Tiresome,rock,Jane the Mango,2020,,
896,January Walkout,rock,See Plus,2018,,
897,Been Down So Long,rock,The Doors,1971,,
898,Let Us Break All the Shields...,rock,Roger Waters,2005,,
899,I’m Just Using You,rock,Karla DeVito,1981,,
900,Pilot Of The Storm,pop,The Poodles,2009,-0.3,-0.7
901,Gorgeous,pop,ICE (USA),2015,0.65,0.55
902,The Worst Is yet To Come,pop,Slut,2021,-0.8,-0.5
903,Last of the Ghetto Astronauts,pop,Matthew Good Band,2015,-0.8,-0.3
904,Deep Inside My Heart,pop,Jamie Rivera,2003,0.9,0.6
905,She Lives By Night,pop,Nunslaughter,2003,0.7,0.85
906,Silver Felt,pop,Loch Lomond,2016,-0.7,-0.3
907,Broken Wing,pop,Evil,2021,-0.8,-0.3
908,Creature Of Night,pop,Zombie Girl,2007,-0.75,-0.1
909,​i need to say goodbye.,pop,Mive,2021,0.1,-0.7
910,Every inch of you,pop,Outshyne,2012,0.85,-0.2
911,Ill Be Turning To You,pop,Kieran Kane,2015,0.6,-0.35
912,One Small Chance,pop,Big Mountain,1999,0.7,0.85
913,Automata,pop,KOGARASHI,2019,-0.55,0.65
914,Hall of Death,pop,"Matt Sweeney & Bonnie ""Prince"" Billy",2021,-0.3,-0.7
