,Unnamed: 0,title,tag,artist,year,x_coordinate,y_coordinate
797,1098,애걔 FOR English Translation,pop,Genius English Translations,2018,-0.7,-0.3
798,1099,If Youd Ever Needed Someone,pop,Paul Carrack,1997,-0.8,-0.3
799,1200,Something in the Water,country,Pokey LaFarge,2015,0.7,0.9
800,1201,The Last Event,country,Matthew Ryan,2019,-0.8,-0.5
801,1202,Friends With The Enemy,country,Poor Man's Poison,2011,-0.8,-0.3
804,1205,Close Your Eyes,country,Dan + Shay,2014,0.6,-0.4
806,1207,Poor Mans Cocaine,country,Channing Wilson,2012,-0.6,0.5
809,1210,In The Garden,country,Alan Jackson,2006,0.9,-0.2
812,1213,Feels Like Country Music,country,Jon Wolfe,2019,0.6,-0.4
815,1216,Fire  Rain,country,Blake Henderson,2022,0.7,0.6
818,1219,Young Blood,country,Hunter Hayes,2016,0.3,0.7
819,1220,One of the Boys,country,9 to 5 Original Broadway Cast,2009,0.9,0.6
820,1221,One of Them Nights,country,Chris Young,2021,0.9,0.6
827,1228,Summercamp,country,The Infamous Stringdusters,2014,0.6,-0.4
829,1230,She’s Out of My Life,country,Willie Nelson,1984,-0.8,-0.3
830,1231,Cowboys Dont Get Lucky All the Time,country,Gene Watson,1978,-0.3,-0.7
833,1234,Accidental Racist,country,Brad Paisley,2013,0.9,0.2
834,1235,Ten Years Of This,country,Gary Stewart,1977,-0.8,-0.1
837,1238,Wonderful Tonight,country,Ronnie Dunn,2019,0.7,0.6
838,1239,Bible in a Drawer,country,The Scarring Party,2013,-0.7,-0.3
841,1242,I Dont Hurt Anymore,country,Martina McBride,2005,0.8,0.3
843,1244,This Land Is Your Land,country,Wanda Jackson,1969,0.9,0.2
845,1246,Amys Eyes,country,Charley Pride,1989,-0.8,-0.3
847,1248,Long Live The Night,country,The Reklaws,2018,0.6,-0.4
849,1250,Storm Prayer re 3 songs,country,DEEP FEMME,2017,-0.4,0.7
858,1259,Playing After Dark,country,Peggy Sue (Country),1970,-0.4,0.7
859,1260,Come Early Mornin,country,Buddy Miller,2016,0.9,-0.2
861,1262,Coal Black Heart,country,Annie Bosko,2015,-0.6,0.7
863,1264,Silent Night,country,Gloriana,2009,0.8,-0.5
866,1267,Send Me No Roses,country,Tommy Overstreet,1973,-0.8,-0.3
869,1270,Someone Before Me,country,Loretta Lynn,1966,-0.7,0.3
873,1274,The Prisoners Song,country,Vernon Dalhart,1924,-0.8,-0.3
875,1276,Everybody Dies,country,The Goddamn Gallows,2007,-0.6,0.7
878,1279,Death,country,NQ Arbuckle,2014,-0.4,0.7
879,1280,It Comes And Goes,country,Johnny Cash,1978,-0.7,-0.3
883,1284,I Know A Wall When I See One,country,Toby Keith,1999,-0.7,-0.3
885,1286,The Mighty Quinn,country,Ian & Sylvia,1968,0.7,0.9
886,1287,Love Birds,country,Gwen Sebastian,2020,0.6,-0.4
887,1288,Your Cheatin Heart,country,Beck,2001,-0.8,-0.3
889,1290,Til It Wasnt,country,Chris Ruediger,2021,-0.7,-0.3
891,1292,There Is a Peace,country,Barry McGuire,1977,0.9,-0.2
895,1296,Im Throwing Rice,country,Jerry Lee Lewis,1970,-0.8,-0.3
898,1299,Black Mass,country,The eXcavators,2015,-0.4,0.7
902,1303,Friends With Low Platelets,country,ZDoggMD,2014,-0.7,0.3
903,1304,So Shadows Never Run,country,Amy Blaschke,2017,-0.8,-0.5
905,1306,Cry Myself to Sleep,country,Tami Neilson,2009,-0.7,-0.3
906,1307,City Lights,country,Rick Trevino,1998,-0.8,-0.3
907,1308,If My Heart Had a Heart,country,Cassadee Pope,2019,-0.8,-0.5
908,1309,We’ll Always Have Each Other,country,Kenny Rogers,1958,0.9,0.6
909,1310,LAST WORDS,country,MBL CLAN,2022,0.7,0.9
911,1312,A Different Kind Of Sad,country,Buck Owens,1977,-0.7,-0.3
913,1314,Songs About,country,Lindi Ortega,2013,0.8,-0.5
914,1315,Twice As Blue,country,Goldie Hill,1960,-0.7,0.6
916,1317,All Alone In This World Without You,country,Eddy Arnold,2005,-0.8,-0.1
918,1319,Caught It from the Rye,country,Tr Burt,2020,-0.7,-0.3
920,1321,I Thought You Were The One,country,Emma White,2017,-0.8,-0.3
921,1322,Son Of A Son Of A Sailor Live,country,Jimmy Buffett,1978,0.7,0.6
923,1324,Pick Me Up On Your Way Down,country,Charlie Walker,1958,-0.7,0.6
926,1327,Musta Had a Good Time,country,Parmalee,2012,0.2,1.0
930,1331,Hunger Pains,country,Confederate Railroad,1994,-0.7,-0.3
931,1332,Sylvias Mother,country,Bobby Bare,2015,-0.8,-0.1
932,1333,Graveyard Blues,country,Michael Jerome Browne,2011,-0.4,0.7
933,1334,Theres A Bottle Where She Used To Be,country,Carl Smith,2015,-0.8,-0.3
934,1335,Keeping It Small Town,country,Jason Aldean,2019,0.9,0.2
936,1337,The Pain of Loving You,country,Lula Wiles,2019,-0.8,-0.1
937,1338,Losing Hand Live 2011,country,Willie Nelson & Wynton Marsalis,2011,-0.7,0.6
939,1340,Drinkin Buddies,country,Logan Mize,2017,0.9,0.2
941,1342,Feed Our Soul,country,Justin Russell Band,2021,0.7,0.6
943,1344,Born To Love You RISE Recording,country,LANCO,2019,0.9,0.6
944,1345,Vinyl,country,George Canyon,2019,0.9,-0.2
948,1349,Certain,country,Bill Anderson,1966,-0.8,-0.1
949,1350,Hard Day,country,The Dead South,2017,-0.8,-0.3
950,1351,Circles,country,Jana Kramer,2015,0.9,0.6
953,1354,Frosty the Snowman,country,Brenn Hill,2012,0.9,0.6
954,1355,Theres More to Leaving Than Just Saying Goodbye,country,Loretta Lynn,1973,-0.7,0.6
956,1357,Shes That Kind,country,Charley Pride,1972,0.9,0.2
958,1359,Lies,country,Amber Lynn Nicol,2011,-0.6,0.7
959,1360,Bangladesh,country,Kids Learning Tube,2018,0.7,0.9
960,1361,Will You Miss Me When Im Gone?,country,The Carter Family,1993,-0.8,-0.5
962,1363,I Dont Wanna Go To Heaven Choir Version,country,Nate Smith (Country),2022,0.9,-0.2
963,1364,Sin na sin Tommy Maverick cover,country,Mon Lee,2017,-0.4,0.7
964,1365,The Wheel Of Hurt,country,Bill Anderson,1967,-0.6,0.5
965,1366,Silent Night,country,Reba McEntire,1987,0.6,-0.4
967,1368,Blue Hills In The Distance,country,Slim Dusty,2004,0.6,-0.3
968,1369,Leaving for Ohio,country,The Miners,2021,-0.7,-0.3
969,1370,How Not To,country,Dan + Shay,2016,-0.8,-0.1
970,1371,Marie’s Wedding,country,The Clancy Brothers & Tommy Makem,1963,0.9,0.6
973,1375,Ill Start Believing In You,country,Hank Thompson,2000,-0.6,0.5
974,1376,Nothing To Do With You,country,Spencer Crandall,2021,0.8,-0.5
979,1381,Detroit Michigan,country,Kid Rock,2012,0.7,0.9
982,1384,Away in a Manger,country,Ricky Skaggs,2003,0.6,-0.4
983,1385,Selfish,country,Stephanie Quayle,2017,0.3,0.7
987,1389,Wake Me Up,country,Tebey,2014,-0.3,-0.7
988,1390,Felonious,country,Howe Gelb,2003,-0.7,-0.3
993,1395,The Bigger the Fool the Harder the Fall,country,Kris Kristofferson & Brenda Lee,1982,-0.7,0.6
994,1396,Ruby Are You Mad,country,The Osborne Brothers,1959,-0.7,0.3
996,1398,Touchdown Town,country,Aaron Watson,2020,0.7,0.9
